,ensemble_member,time,x,y,lat,lon,cluster,distance,weight,region
8571,0,2000-02-26 00:00:00,177514.59375,330669.40625,65.92392240015782,18.91042893484411,0,0.2415040472242277,122,SE1
8572,0,2000-02-26 00:00:00,177514.59375,340669.40625,66.01356285200032,18.92385424136642,0,0.231143753920538,122,SE1
8573,0,2000-02-26 00:00:00,177514.59375,350669.40625,66.10319434842047,18.93737193351248,0,0.2547946394254428,122,SE1
8574,0,2000-02-26 00:00:00,177514.59375,360669.40625,66.1928166319524,18.950982966988718,0,0.30463913721258307,122,SE1
8575,0,2000-02-26 00:00:00,177514.59375,370669.40625,66.28242944414978,18.964688310712393,0,0.37024811609980474,122,SE1
8576,0,2000-02-26 00:00:00,177514.59375,380669.40625,66.37203252557744,18.978488947040304,0,0.4447003638460498,122,SE1
8577,0,2000-02-26 00:00:00,177514.59375,390669.40625,66.46162561580263,18.99238587200237,0,0.5242435777851878,122,SE1
8578,0,2000-02-26 00:00:00,177514.59375,400669.40625,66.55120845338642,19.006380095540027,0,0.606880939310129,122,SE1
8579,0,2000-02-26 00:00:00,177514.59375,410669.40625,66.64078077587465,19.020472641749603,0,0.6915055238804503,122,SE1
8580,0,2000-02-26 00:00:00,177514.59375,420669.40625,66.73034231978903,19.034664549130863,0,0.7774699954383344,122,SE1
8732,0,2000-02-26 00:00:00,187514.59375,250669.390625,65.2010416339799,19.020116958862108,0,0.7711363379001801,122,SE1
8733,0,2000-02-26 00:00:00,187514.59375,260669.390625,65.29072668895611,19.033547120664718,0,0.6804704330765641,122,SE1
8734,0,2000-02-26 00:00:00,187514.59375,270669.40625,65.38040484913273,19.047067218873085,0,0.5898016530199378,122,SE1
8735,0,2000-02-26 00:00:00,187514.59375,280669.40625,65.4700755833513,19.06067811603989,0,0.49913239301404444,122,SE1
8736,0,2000-02-26 00:00:00,187514.59375,290669.40625,65.55973877989412,19.0743807501858,0,0.4084664580279058,122,SE1
8737,0,2000-02-26 00:00:00,187514.59375,300669.40625,65.6493941859775,19.08817605064595,0,0.3178122501923976,122,SE1
8738,0,2000-02-26 00:00:00,187514.59375,310669.40625,65.73904154787152,19.10206495933355,0,0.22719151972862506,122,SE1
8739,0,2000-02-26 00:00:00,187514.59375,320669.40625,65.8286806108921,19.11604843095314,0,0.13668360030819932,122,SE1
8740,0,2000-02-26 00:00:00,187514.59375,330669.40625,65.91831111939321,19.130127433218135,0,0.04698236011604303,122,SE1
8741,0,2000-02-26 00:00:00,187514.59375,340669.40625,66.00793281675845,19.144302947072852,0,0.04684260403801378,122,SE1
8742,0,2000-02-26 00:00:00,187514.59375,350669.40625,66.09754544539307,19.15857596691909,0,0.136552144581311,122,SE1
8743,0,2000-02-26 00:00:00,187514.59375,360669.40625,66.18714874671541,19.17294750084737,0,0.2270848381618569,122,SE1
8744,0,2000-02-26 00:00:00,187514.59375,370669.40625,66.27674246114833,19.187418570872964,0,0.31774318424913056,122,SE1
8745,0,2000-02-26 00:00:00,187514.59375,380669.40625,66.36632632811062,19.20199021317679,0,0.4084476685566433,122,SE1
8746,0,2000-02-26 00:00:00,187514.59375,390669.40625,66.455900086008,19.216663478351343,0,0.4991765294084599,122,SE1
8747,0,2000-02-26 00:00:00,187514.59375,400669.40625,66.54546347222421,19.23143943165178,0,0.5899213866358388,122,SE1
8748,0,2000-02-26 00:00:00,187514.59375,410669.40625,66.63501622311189,19.246319153252195,0,0.6806783292905201,122,SE1
8749,0,2000-02-26 00:00:00,187514.59375,420669.40625,66.7245580739831,19.261303738507358,0,0.7714452902499288,122,SE1
8901,0,2000-02-26 00:00:00,197514.59375,250669.390625,65.1952781775494,19.233903050589472,0,0.7707385916360182,122,SE1
8902,0,2000-02-26 00:00:00,197514.59375,260669.390625,65.28494437691691,19.24804336794741,0,0.6835941454514546,122,SE1
8903,0,2000-02-26 00:00:00,197514.59375,270669.40625,65.37460357095482,19.26227833648497,0,0.5975563055093895,122,SE1
8904,0,2000-02-26 00:00:00,197514.59375,280669.40625,65.46425522750674,19.276608863402274,0,0.5131869059500974,122,SE1
8905,0,2000-02-26 00:00:00,197514.59375,290669.40625,65.5538992337544,19.291035935335533,0,0.43147106083852677,122,SE1
8906,0,2000-02-26 00:00:00,197514.59375,300669.40625,65.64353533582896,19.30556052975338,0,0.35425651115170675,122,SE1
8907,0,2000-02-26 00:00:00,197514.59375,310669.40625,65.73316327890126,19.320183637344204,0,0.2852309621598131,122,SE1
8908,0,2000-02-26 00:00:00,197514.59375,320669.40625,65.8227828071734,19.334906262240086,0,0.23183842334565058,122,SE1
8909,0,2000-02-26 00:00:00,197514.59375,330669.40625,65.91239366387069,19.349729422245225,0,0.2065900138893765,122,SE1
8910,0,2000-02-26 00:00:00,197514.59375,340669.40625,66.00199559123323,19.36465414906909,0,0.21943687643140403,122,SE1
8911,0,2000-02-26 00:00:00,197514.59375,350669.40625,66.09158833050748,19.37968148856432,0,0.2649020402573984,122,SE1
8912,0,2000-02-26 00:00:00,197514.59375,360669.40625,66.18117162193745,19.39481250096952,0,0.3297662782443638,122,SE1
8913,0,2000-02-26 00:00:00,197514.59375,370669.40625,66.27074520475601,19.41004826115709,0,0.4048152644834546,122,SE1
8914,0,2000-02-26 00:00:00,197514.59375,380669.40625,66.36030881717585,19.42538985888616,0,0.48535208079117986,122,SE1
8915,0,2000-02-26 00:00:00,197514.59375,390669.40625,66.44986219638042,19.440838399060773,0,0.569055623505247,122,SE1
8916,0,2000-02-26 00:00:00,197514.59375,400669.40625,66.53940507851459,19.456395001993503,0,0.654716104180686,122,SE1
8917,0,2000-02-26 00:00:00,197514.59375,410669.40625,66.62893719867517,19.472060803674538,0,0.7416590138127797,122,SE1
9071,0,2000-02-26 00:00:00,207514.59375,260669.390625,65.27886302347022,19.46244498846261,0,0.750995876688509,122,SE1
9072,0,2000-02-26 00:00:00,207514.59375,270669.40625,65.3685022783594,19.47739387567996,0,0.6776967528714495,122,SE1
9073,0,2000-02-26 00:00:00,207514.59375,280669.40625,65.45813387859789,19.492443067915293,0,0.6092166192981019,122,SE1
9074,0,2000-02-26 00:00:00,207514.59375,290669.40625,65.54775771021232,19.507593600203847,0,0.5473724371437069,122,SE1
9075,0,2000-02-26 00:00:00,207514.59375,300669.40625,65.63737351819509,19.52284649792831,0,0.4946654854190151,122,SE1
9076,0,2000-02-26 00:00:00,207514.59375,310669.40625,65.72698104656315,19.538202800328367,0,0.45429389675555915,122,SE1
9077,0,2000-02-26 00:00:00,207514.59375,320669.40625,65.8165800383497,19.55366356073518,0,0.4297552725264423,122,SE1
9078,0,2000-02-26 00:00:00,207514.59375,330669.40625,65.90617023559561,19.56922984681065,0,0.4238159009513919,122,SE1
9079,0,2000-02-26 00:00:00,207514.59375,340669.40625,65.9957513793409,19.584902740791485,0,0.4372413173442624,122,SE1
9080,0,2000-02-26 00:00:00,207514.59375,350669.40625,66.08532320961588,19.600683339738392,0,0.4683757411206504,122,SE1
9081,0,2000-02-26 00:00:00,207514.59375,360669.40625,66.17488546543223,19.61657275579027,0,0.5140171541634463,122,SE1
9082,0,2000-02-26 00:00:00,207514.59375,370669.40625,66.264437884774,19.632572116423727,0,0.5707009111924072,122,SE1
9083,0,2000-02-26 00:00:00,207514.59375,380669.40625,66.35398020458823,19.648682564717916,0,0.6354838513806058,122,SE1
9084,0,2000-02-26 00:00:00,207514.59375,390669.40625,66.4435121607757,19.664905259624867,0,0.7061447966743789,122,SE1
9085,0,2000-02-26 00:00:00,207514.59375,400669.40625,66.53303348818122,19.681241376245502,0,0.7810941566796735,122,SE1
9242,0,2000-02-26 00:00:00,217514.59375,280669.40625,65.45171173924538,19.708175934646167,0,0.7565486598687914,122,SE1
9243,0,2000-02-26 00:00:00,217514.59375,290669.40625,65.5413144137696,19.724048901945626,0,0.7120894935256393,122,SE1
9244,0,2000-02-26 00:00:00,217514.59375,300669.40625,65.63090893948278,19.740029063776095,0,0.6771043340965052,122,SE1
9245,0,2000-02-26 00:00:00,217514.59375,310669.40625,65.72049505919402,19.756117507694086,0,0.6531230465291882,122,SE1
9246,0,2000-02-26 00:00:00,217514.59375,320669.40625,65.81007251471289,19.772315335990644,0,0.641386885696781,122,SE1
9247,0,2000-02-26 00:00:00,217514.59375,330669.40625,65.89964104684036,19.788623665941216,0,0.6425729407676439,122,SE1
9248,0,2000-02-26 00:00:00,217514.59375,340669.40625,65.98920039536019,19.8050436300607,0,0.6566168925332329,122,SE1
9249,0,2000-02-26 00:00:00,217514.59375,350669.40625,66.0787502990297,19.821576376363613,0,0.6827312512034315,122,SE1
9250,0,2000-02-26 00:00:00,217514.59375,360669.40625,66.16829049557069,19.838223068629716,0,0.7196083977543508,122,SE1
9251,0,2000-02-26 00:00:00,217514.59375,370669.40625,66.25782072165993,19.854984886674963,0,0.7656998585280798,122,SE1
9576,0,2000-02-26 00:00:00,237514.59375,240669.390625,65.07965712215945,20.071205197172848,1,0.7870389698573873,257,SE1
9577,0,2000-02-26 00:00:00,237514.59375,250669.390625,65.16924563071606,20.08806405681273,1,0.7467642471501464,257,SE1
9578,0,2000-02-26 00:00:00,237514.59375,260669.390625,65.25882675195628,20.105035146120123,1,0.7157829083937922,257,SE1
9579,0,2000-02-26 00:00:00,237514.59375,270669.40625,65.34840037010991,20.122119613905014,1,0.6953424980283918,257,SE1
9580,0,2000-02-26 00:00:00,237514.59375,280669.40625,65.43796594853903,20.139318543780906,1,0.686389757091402,257,SE1
9581,0,2000-02-26 00:00:00,237514.59375,290669.40625,65.52752336948112,20.15663311457884,1,0.6893766652158815,257,SE1
9582,0,2000-02-26 00:00:00,237514.59375,300669.40625,65.61707237419371,20.174064494004003,1,0.7041555461230478,257,SE1
9583,0,2000-02-26 00:00:00,237514.59375,310669.40625,65.70661270290991,20.191613865501488,1,0.7300146964443021,257,SE1
9584,0,2000-02-26 00:00:00,237514.59375,320669.40625,65.79614409482939,20.20928242852185,1,0.7658364837805459,257,SE1
9742,0,2000-02-26 00:00:00,247514.59375,210669.390625,64.80369139374743,20.231787778527558,1,0.7875131360987678,257,SE1
9743,0,2000-02-26 00:00:00,247514.59375,220669.390625,64.8932774059386,20.249003403614587,1,0.7169154838853699,257,SE1
9744,0,2000-02-26 00:00:00,247514.59375,230669.390625,64.98285665898659,20.266332447346336,1,0.6513696851035794,257,SE1
9745,0,2000-02-26 00:00:00,247514.59375,240669.390625,65.07242889886227,20.283776031708946,1,0.5925605455992011,257,SE1
9746,0,2000-02-26 00:00:00,247514.59375,250669.390625,65.16199387054762,20.301335293502397,1,0.542689177581629,257,SE1
9747,0,2000-02-26 00:00:00,247514.59375,260669.390625,65.2515513180275,20.319011384585238,1,0.5044207276637549,257,SE1
9748,0,2000-02-26 00:00:00,247514.59375,270669.40625,65.34110112419586,20.336805500020226,1,0.4805427951176527,257,SE1
9749,0,2000-02-26 00:00:00,247514.59375,280669.40625,65.43064275117392,20.354718766931786,1,0.47324645853815256,257,SE1
9750,0,2000-02-26 00:00:00,247514.59375,290669.40625,65.52017607982971,20.37275241158245,1,0.4832908492967066,257,SE1
9751,0,2000-02-26 00:00:00,247514.59375,300669.40625,65.60970085007105,20.390907648611147,1,0.5096589719854698,257,SE1
9752,0,2000-02-26 00:00:00,247514.59375,310669.40625,65.69921680076371,20.409185709014167,1,0.5500148448233652,257,SE1
9753,0,2000-02-26 00:00:00,247514.59375,320669.40625,65.78872366972206,20.427587840420728,1,0.6015561077153444,257,SE1
9754,0,2000-02-26 00:00:00,247514.59375,330669.40625,65.87822119369937,20.446115307374168,1,0.6616797760976979,257,SE1
9755,0,2000-02-26 00:00:00,247514.59375,340669.40625,65.96770910837823,20.464769391618916,1,0.7282685836875215,257,SE1
9756,0,2000-02-26 00:00:00,247514.59375,350669.40625,66.0571871483604,20.48355139239312,1,0.799714024920054,257,SE1
9910,0,2000-02-26 00:00:00,257514.59375,200669.390625,64.70667117000542,20.424387588269234,1,0.7371416699924681,257,SE1
9911,0,2000-02-26 00:00:00,257514.59375,210669.390625,64.79623975536586,20.4421722527167,1,0.6526931167730543,257,SE1
9912,0,2000-02-26 00:00:00,257514.59375,220669.390625,64.88580169755714,20.460073638817338,1,0.5702972358601516,257,SE1
9913,0,2000-02-26 00:00:00,257514.59375,230669.390625,64.97535674224913,20.478092896627317,1,0.4909970538144287,257,SE1
9914,0,2000-02-26 00:00:00,257514.59375,240669.390625,65.06490463411511,20.496231191323837,1,0.41657440947289914,257,SE1
9915,0,2000-02-26 00:00:00,257514.59375,250669.390625,65.15444511682286,20.514489703453894,1,0.35016541747739066,257,SE1
9916,0,2000-02-26 00:00:00,257514.59375,260669.390625,65.24397793302609,20.53286962918791,1,0.2972059948824694,257,SE1
9917,0,2000-02-26 00:00:00,257514.59375,270669.40625,65.3335029642318,20.551372209585,1,0.26587515944767387,257,SE1
9918,0,2000-02-26 00:00:00,257514.59375,280669.40625,65.42301967127291,20.569998615024605,1,0.26400599790852775,257,SE1
9919,0,2000-02-26 00:00:00,257514.59375,290669.40625,65.51252793359555,20.58875011893408,1,0.2921794734787799,257,SE1
9920,0,2000-02-26 00:00:00,257514.59375,300669.40625,65.60202748970613,20.607627982615984,1,0.3430852699593032,257,SE1
9921,0,2000-02-26 00:00:00,257514.59375,310669.40625,65.6915180770509,20.62663348434218,1,0.4083186261593688,257,SE1
9922,0,2000-02-26 00:00:00,257514.59375,320669.40625,65.78099943200597,20.64576791963938,1,0.4821075565994587,257,SE1
9923,0,2000-02-26 00:00:00,257514.59375,330669.40625,65.87047128986761,20.665032601580545,1,0.5610948667648935,257,SE1
9924,0,2000-02-26 00:00:00,257514.59375,340669.40625,65.95993338484209,20.68442886108212,1,0.6433759624767015,257,SE1
9925,0,2000-02-26 00:00:00,257514.59375,350669.40625,66.04938545003546,20.70395804720736,1,0.7278410662380796,257,SE1
10078,0,2000-02-26 00:00:00,267514.59375,190669.390625,64.60940115764025,20.61563018808216,1,0.7486651361819465,257,SE1
10079,0,2000-02-26 00:00:00,267514.59375,200669.390625,64.69895141200448,20.633975127830844,1,0.6575143618056521,257,SE1
10080,0,2000-02-26 00:00:00,267514.59375,210669.390625,64.78849513558724,20.65244000773205,1,0.566418475772542,257,SE1
10081,0,2000-02-26 00:00:00,267514.59375,220669.390625,64.87803207373524,20.671026004830807,1,0.4754191969669748,257,SE1
10082,0,2000-02-26 00:00:00,267514.59375,230669.390625,64.96756197079023,20.689734311583237,1,0.38459777444974225,257,SE1
10083,0,2000-02-26 00:00:00,267514.59375,240669.390625,65.05708457008025,20.70856613610893,1,0.2941357172458607,257,SE1
10084,0,2000-02-26 00:00:00,267514.59375,250669.390625,65.14659961391082,20.727522702448315,1,0.20453469293489515,257,SE1
10085,0,2000-02-26 00:00:00,267514.59375,260669.390625,65.23610684355593,20.746605250825,1,0.11781898483273008,257,SE1
10086,0,2000-02-26 00:00:00,267514.59375,270669.40625,65.32560613908466,20.765815068028804,1,0.0516384982790592,257,SE1
10087,0,2000-02-26 00:00:00,267514.59375,280669.40625,65.41509695999481,20.78515336742897,1,0.09055574779473803,257,SE1
10088,0,2000-02-26 00:00:00,267514.59375,290669.40625,65.50457918425856,20.804621469341345,1,0.17462251174474513,257,SE1
10089,0,2000-02-26 00:00:00,267514.59375,300669.40625,65.59405254892994,20.824220681452196,1,0.26373281016668615,257,SE1
10090,0,2000-02-26 00:00:00,267514.59375,310669.40625,65.68351678998367,20.843952329023388,1,0.35411412035535855,257,SE1
10091,0,2000-02-26 00:00:00,267514.59375,320669.40625,65.77297164230535,20.86381775518782,1,0.44500465044863136,257,SE1
10092,0,2000-02-26 00:00:00,267514.59375,330669.40625,65.86241683968099,20.8838183212508,1,0.5361555608799415,257,SE1
10093,0,2000-02-26 00:00:00,267514.59375,340669.40625,65.95185211478694,20.90395540699753,1,0.6274621045519394,257,SE1
10094,0,2000-02-26 00:00:00,267514.59375,350669.40625,66.041277199179,20.924230411006874,1,0.7188726927399917,257,SE1
10247,0,2000-02-26 00:00:00,277514.59375,190669.390625,64.60141523202579,20.824423090083933,1,0.7290326811216441,257,SE1
10248,0,2000-02-26 00:00:00,277514.59375,200669.390625,64.69093984400914,20.84344272976705,1,0.6400096207406584,257,SE1
10249,0,2000-02-26 00:00:00,277514.59375,210669.390625,64.78045777913938,20.862586648118246,1,0.5518218799077003,257,SE1
10250,0,2000-02-26 00:00:00,277514.59375,220669.390625,64.86996878140566,20.88185606380105,1,0.46495693329978566,257,SE1
10251,0,2000-02-26 00:00:00,277514.59375,230669.390625,64.95947259377503,20.90125221141921,1,0.3803369387637256,257,SE1
10252,0,2000-02-26 00:00:00,277514.59375,240669.390625,65.04896895818335,20.92077634177741,1,0.29988729626456945,257,SE1
10253,0,2000-02-26 00:00:00,277514.59375,250669.390625,65.13845761552615,20.940429722147087,1,0.2280898180251845,257,SE1
10254,0,2000-02-26 00:00:00,277514.59375,260669.390625,65.22793830564943,20.96021363653749,1,0.17591314446771042,257,SE1
10255,0,2000-02-26 00:00:00,277514.59375,270669.40625,65.31741090713412,20.980129417194206,1,0.16341803132090185,257,SE1
10256,0,2000-02-26 00:00:00,277514.59375,280669.40625,65.40687487809646,21.000178320201965,1,0.19828467554874976,257,SE1
10257,0,2000-02-26 00:00:00,277514.59375,290669.40625,65.49633009498316,21.020361712479232,1,0.2622811631317235,257,SE1
10258,0,2000-02-26 00:00:00,277514.59375,300669.40625,65.58577629334506,21.040680947806386,1,0.3393247691319575,257,SE1
10259,0,2000-02-26 00:00:00,277514.59375,310669.40625,65.67521320763429,21.061137398139923,1,0.42234901593186736,257,SE1
10260,0,2000-02-26 00:00:00,277514.59375,320669.40625,65.76464057119385,21.08173245391753,1,0.5084446371014141,257,SE1
10261,0,2000-02-26 00:00:00,277514.59375,330669.40625,65.8540581162471,21.1024675243694,1,0.5962932152841681,257,SE1
10262,0,2000-02-26 00:00:00,277514.59375,340669.40625,65.94346557388711,21.123344037835786,1,0.6852301339071287,257,SE1
10263,0,2000-02-26 00:00:00,277514.59375,350669.40625,66.03286267406563,21.144363442091034,1,0.7748890475288244,257,SE1
10416,0,2000-02-26 00:00:00,287514.59375,190669.390625,64.59313866720571,21.03309291896885,1,0.7682249955112191,257,SE1
10417,0,2000-02-26 00:00:00,287514.59375,200669.390625,64.6826367174788,21.052786055649158,1,0.6892751966980307,257,SE1
10418,0,2000-02-26 00:00:00,287514.59375,210669.390625,64.7721279397371,21.072607793829388,1,0.6139215605920891,257,SE1
10419,0,2000-02-26 00:00:00,287514.59375,220669.390625,64.86161207656676,21.09255939353593,1,0.5436730309675585,257,SE1
10420,0,2000-02-26 00:00:00,287514.59375,230669.390625,64.95108886951401,21.112642131259467,1,0.4807858511177355,257,SE1
10421,0,2000-02-26 00:00:00,287514.59375,240669.390625,65.04055805907589,21.132857300223915,1,0.4285283169991188,257,SE1
10422,0,2000-02-26 00:00:00,287514.59375,250669.390625,65.13001938469088,21.153206210660677,1,0.39120043718814723,257,SE1
10423,0,2000-02-26 00:00:00,287514.59375,260669.390625,65.21947258472909,21.173690190088244,1,0.37332551172289785,257,SE1
10424,0,2000-02-26 00:00:00,287514.59375,270669.40625,65.30891753623347,21.194310615924014,1,0.3776933529212771,257,SE1
10425,0,2000-02-26 00:00:00,287514.59375,280669.40625,65.39835369589285,21.215068786684785,1,0.40359904559253046,257,SE1
10426,0,2000-02-26 00:00:00,287514.59375,290669.40625,65.48778093857736,21.23596611559639,1,0.44733128918844844,257,SE1
10427,0,2000-02-26 00:00:00,287514.59375,300669.40625,65.57719899828454,21.257004002234236,1,0.504286932482953,257,SE1
10428,0,2000-02-26 00:00:00,287514.59375,310669.40625,65.66660760789316,21.2781838649443,1,0.5705315214923218,257,SE1
10429,0,2000-02-26 00:00:00,287514.59375,320669.40625,65.75600649915228,21.299507141157815,1,0.6432123547834818,257,SE1
10430,0,2000-02-26 00:00:00,287514.59375,330669.40625,65.84539540267049,21.320975287712308,1,0.720393909583122,257,SE1
10586,0,2000-02-26 00:00:00,297514.59375,200669.390625,64.67404229274578,21.26200078273126,1,0.7928703060923314,257,SE1
10587,0,2000-02-26 00:00:00,297514.59375,210669.390625,64.7635058800454,21.282499080758114,1,0.7333886390851931,257,SE1
10588,0,2000-02-26 00:00:00,297514.59375,220669.390625,64.85296222424516,21.303131588042554,1,0.6812192161566242,257,SE1
10589,0,2000-02-26 00:00:00,297514.59375,230669.390625,64.94241106542492,21.32389962269324,1,0.6381690685324901,257,SE1
10590,0,2000-02-26 00:00:00,297514.59375,240669.390625,65.03185214259676,21.344804520079133,1,0.6061961237988898,257,SE1
10591,0,2000-02-26 00:00:00,297514.59375,250669.390625,65.12128519369523,21.365847633112,1,0.5871253324853583,257,SE1
10592,0,2000-02-26 00:00:00,297514.59375,260669.390625,65.21070995556751,21.387030332534454,1,0.5822385901757312,257,SE1
10593,0,2000-02-26 00:00:00,297514.59375,270669.40625,65.30012630366913,21.408354040642788,1,0.5918999767000577,257,SE1
10594,0,2000-02-26 00:00:00,297514.59375,280669.40625,65.38953369321598,21.429820098093625,1,0.6154369835770501,257,SE1
10595,0,2000-02-26 00:00:00,297514.59375,290669.40625,65.47893199745116,21.45142996411557,1,0.6513588968017391,257,SE1
10596,0,2000-02-26 00:00:00,297514.59375,300669.40625,65.5683209487694,21.473185083770566,1,0.6977666649944417,257,SE1
10597,0,2000-02-26 00:00:00,297514.59375,310669.40625,65.65770027842576,21.495086921479427,1,0.7527337862458662,257,SE1
10760,0,2000-02-26 00:00:00,307514.59375,250669.390625,65.1122553240571,21.578349472194343,1,0.7917678155733264,257,SE1
10761,0,2000-02-26 00:00:00,307514.59375,260669.390625,65.20165070224614,21.600229502794427,1,0.7935166863508271,257,SE1
10779,0,2000-02-26 00:00:00,307514.59375,440669.40625,66.80901260917629,22.02043869310442,2,0.7727323008105068,93,SE1
10780,0,2000-02-26 00:00:00,307514.59375,450669.40625,66.89819543169597,22.04535175841648,2,0.7508776547386113,93,SE1
10781,0,2000-02-26 00:00:00,307514.59375,460669.40625,66.98736425165384,22.070441553185763,2,0.7398701921015011,93,SE1
10782,0,2000-02-26 00:00:00,307514.59375,470669.40625,67.07651877836157,22.095709956922573,2,0.7402050410010591,93,SE1
10783,0,2000-02-26 00:00:00,307514.59375,480669.40625,67.16565871974603,22.121158875771837,2,0.7518781363540729,93,SE1
10784,0,2000-02-26 00:00:00,307514.59375,490669.40625,67.25478378233373,22.146790242984505,2,0.7743878889782224,93,SE1
10944,0,2000-02-26 00:00:00,317514.59375,400669.40625,66.44234766306447,22.145808960168964,2,0.7533139101051388,93,SE1
10945,0,2000-02-26 00:00:00,317514.59375,410669.40625,66.53155046874056,22.170801998141304,2,0.6891435373484561,93,SE1
10946,0,2000-02-26 00:00:00,317514.59375,420669.40625,66.62074021802349,22.195969747112848,2,0.6319146735564236,93,SE1
10947,0,2000-02-26 00:00:00,317514.59375,430669.40625,66.7099166235998,22.221314037663273,2,0.5836876189032638,93,SE1
10948,0,2000-02-26 00:00:00,317514.59375,440669.40625,66.79907939680314,22.246836725924762,2,0.5468653912533555,93,SE1
10949,0,2000-02-26 00:00:00,317514.59375,450669.40625,66.88822824759934,22.272539694027483,2,0.5238756970750478,93,SE1
10950,0,2000-02-26 00:00:00,317514.59375,460669.40625,66.97736288457152,22.29842485055425,2,0.5165864754467507,93,SE1
10951,0,2000-02-26 00:00:00,317514.59375,470669.40625,67.0664830149045,22.32449413100491,2,0.5256691156956425,93,SE1
10952,0,2000-02-26 00:00:00,317514.59375,480669.40625,67.15558834436938,22.350749498270254,2,0.5503309530354658,93,SE1
10953,0,2000-02-26 00:00:00,317514.59375,490669.40625,67.24467857730733,22.37719294311615,2,0.5886335893973813,93,SE1
