,SE1,SE2,SE3,SE4
2000-01-05 02:00:00+00:00,327.477476,760.7859109999999,353.965919,43.57103
2000-01-05 03:00:00+00:00,345.506467,770.293116,315.534493,34.790341999999995
2000-01-05 04:00:00+00:00,356.85600400000004,855.246259,335.907701,37.250209000000005
2000-01-05 05:00:00+00:00,383.28462,918.162103,339.973278,42.847378
2000-01-05 06:00:00+00:00,385.594964,957.648997,325.317242,40.548306
2000-01-05 07:00:00+00:00,385.741234,972.690218,329.232594,32.927635
2000-01-05 08:00:00+00:00,380.325245,1003.976834,342.157175,27.814656
2000-01-05 09:00:00+00:00,387.291282,1027.072328,338.947159,29.293574
2000-01-05 10:00:00+00:00,383.559615,1039.356301,324.071224,31.068361
2000-01-05 11:00:00+00:00,384.755974,1032.811785,313.798751,17.910021
2000-01-05 12:00:00+00:00,384.00901500000003,1022.31371,329.37228999999996,24.739162
2000-01-05 13:00:00+00:00,385.595707,997.86033,360.001182,42.632321000000005
2000-01-05 14:00:00+00:00,390.035577,970.733652,363.730279,54.242564
2000-01-05 15:00:00+00:00,391.01025599999997,928.072911,353.734986,47.164922
2000-01-05 16:00:00+00:00,386.321078,893.185452,347.726175,51.070779
2000-01-05 17:00:00+00:00,383.306934,897.311542,296.445861,59.944762000000004
2000-01-05 18:00:00+00:00,375.67325300000005,908.689329,269.888152,81.465374
2000-01-05 19:00:00+00:00,368.469544,919.436094,265.299842,101.08213
2000-01-05 20:00:00+00:00,357.932819,896.1392539999999,276.037203,144.597708
2000-01-05 21:00:00+00:00,348.787023,945.583919,268.499931,116.778404
2000-01-05 22:00:00+00:00,334.469151,950.639906,283.381641,116.296781
2000-01-05 23:00:00+00:00,334.647347,1005.12604,285.270495,134.334326
2000-01-06 00:00:00+00:00,320.384814,1000.822437,305.350189,117.430489
2000-01-06 01:00:00+00:00,304.218575,1047.881293,311.26913199999996,91.667899
2000-01-06 02:00:00+00:00,329.322108,1073.4448049999999,325.673385,76.980581
2000-01-06 03:00:00+00:00,354.99238299999996,1152.0199010000001,353.19009600000004,58.768232000000005
2000-01-06 04:00:00+00:00,355.179305,1244.9256699999999,362.203306,50.30868
2000-01-06 05:00:00+00:00,371.511207,1346.095451,359.320065,56.051607000000004
2000-01-06 06:00:00+00:00,387.859695,1405.5594979999998,391.853685,58.44553500000001
2000-01-06 07:00:00+00:00,390.48465899999997,1418.065446,434.910859,74.782312
2000-01-06 08:00:00+00:00,409.203701,1429.555611,467.306469,60.198297
2000-01-06 09:00:00+00:00,437.934015,1491.570058,507.002974,39.980863
2000-01-06 10:00:00+00:00,462.34165,1515.5167569999999,525.467914,47.638226
2000-01-06 11:00:00+00:00,453.95582,1550.4143629999999,552.93037,55.621252
2000-01-06 12:00:00+00:00,457.927894,1553.648358,562.267741,69.380876
2000-01-06 13:00:00+00:00,464.127098,1545.700304,563.714454,104.455946
2000-01-06 14:00:00+00:00,470.481916,1580.2435500000001,659.857259,141.23704
2000-01-06 15:00:00+00:00,460.761096,1512.078413,776.235208,228.814658
2000-01-06 16:00:00+00:00,467.86593,1538.067089,885.180477,256.723994
2000-01-06 17:00:00+00:00,484.48974699999997,1479.670569,892.4601230000001,362.37248999999997
2000-01-06 18:00:00+00:00,476.961449,1607.5101650000001,921.106622,436.31612
2000-01-06 19:00:00+00:00,452.846859,1688.8484720000001,942.487079,534.261057
2000-01-06 20:00:00+00:00,429.125901,1712.0550959999998,980.5661210000001,590.305791
2000-01-06 21:00:00+00:00,428.488417,1704.8196710000002,1074.3121899999999,553.312951
2000-01-06 22:00:00+00:00,425.934231,1718.313648,1090.3420319999998,536.203091
2000-01-06 23:00:00+00:00,427.17976,1709.442432,1093.260948,478.37410800000004
2000-01-07 00:00:00+00:00,432.122852,1767.960246,1029.3825379999998,463.319974
2000-01-07 01:00:00+00:00,462.010804,1741.326271,901.282792,407.866487
2000-01-07 02:00:00+00:00,468.852648,1756.8575830000002,828.582214,387.731029
2000-01-07 03:00:00+00:00,485.691758,1704.3979809999998,812.658146,370.340859
2000-01-07 04:00:00+00:00,478.35528700000003,1651.488253,817.479433,322.577682
2000-01-07 05:00:00+00:00,465.44555699999995,1624.330817,788.966273,313.59774300000004
2000-01-07 06:00:00+00:00,391.973511,1452.4953799999998,786.720088,242.318478
2000-01-07 07:00:00+00:00,364.126062,1335.832396,977.974242,183.313098
2000-01-07 08:00:00+00:00,306.94122899999996,1400.7371289999999,1126.994205,161.364886
2000-01-07 09:00:00+00:00,255.635593,1514.319441,1318.19652,118.36991499999999
2000-01-07 10:00:00+00:00,290.583506,1700.851411,1504.332021,126.29467100000001
2000-01-07 11:00:00+00:00,340.972433,1764.0087369999999,1597.32357,160.043915
2000-01-07 12:00:00+00:00,306.792003,1832.030679,1713.532186,223.38521599999999
2000-01-07 13:00:00+00:00,284.030783,1791.978942,1772.548723,302.626846
2000-01-07 14:00:00+00:00,213.58020800000003,1633.404485,1850.637653,427.906606
2000-01-07 15:00:00+00:00,85.289492,1425.1594969999999,1874.558031,550.7085910000001
2000-01-07 16:00:00+00:00,13.598987,1424.704627,1899.440838,659.388785
2000-01-07 17:00:00+00:00,12.190815,1478.500303,1924.9493559999999,777.943841
2000-01-07 18:00:00+00:00,91.575942,1660.058926,1883.121005,830.771622
2000-01-07 19:00:00+00:00,186.581409,1718.918553,1822.207054,855.281651
2000-01-07 20:00:00+00:00,207.86825,1725.920421,1783.788466,847.289388
2000-01-07 21:00:00+00:00,257.744257,1718.006652,1717.352219,852.839071
2000-01-07 22:00:00+00:00,282.28333899999996,1706.3268770000002,1601.0675649999998,859.706664
2000-01-07 23:00:00+00:00,360.889146,1662.197244,1473.6889820000001,834.798994
2000-01-08 00:00:00+00:00,391.018597,1516.58598,1386.6147760000001,784.560965
2000-01-08 01:00:00+00:00,415.23166100000003,1365.5708049999998,1247.8590800000002,744.291327
2000-01-08 02:00:00+00:00,438.425586,1360.786436,1144.5379850000002,609.030789
2000-01-08 03:00:00+00:00,424.750567,1234.815457,1023.8993519999999,529.637627
2000-01-08 04:00:00+00:00,449.81910700000003,1231.5569150000001,952.690417,433.728262
2000-01-08 05:00:00+00:00,450.78156199999995,1181.820211,843.338245,375.797822
2000-01-08 06:00:00+00:00,432.279675,1048.821856,818.3213320000001,294.15157
2000-01-08 07:00:00+00:00,442.245645,1060.215882,872.600234,215.978899
2000-01-08 08:00:00+00:00,446.124795,1149.163216,877.516619,146.68422
2000-01-08 09:00:00+00:00,432.891549,1297.565132,865.712135,80.616428
2000-01-08 10:00:00+00:00,427.11541600000004,1278.405135,837.102441,38.719251
2000-01-08 11:00:00+00:00,441.165674,1177.841902,779.3643490000001,22.721822
2000-01-08 12:00:00+00:00,448.94523599999997,1061.4058,746.547139,28.357744999999998
2000-01-08 13:00:00+00:00,448.500518,1074.2190600000001,728.341485,40.046434
2000-01-08 14:00:00+00:00,418.97744300000005,1188.504951,731.198978,46.318217
2000-01-08 15:00:00+00:00,382.123821,1243.96544,763.5517600000001,53.524331
2000-01-08 16:00:00+00:00,371.071913,1296.198541,784.485638,57.176833
2000-01-08 17:00:00+00:00,365.307108,1299.939449,801.481535,52.469584000000005
2000-01-08 18:00:00+00:00,362.118632,1282.960155,770.054274,33.828987999999995
2000-01-08 19:00:00+00:00,342.888182,1300.963339,726.409092,44.422699
2000-01-08 20:00:00+00:00,305.49269300000003,1270.30681,754.266473,47.207523
2000-01-08 21:00:00+00:00,327.171877,1292.924342,737.486726,58.300165
2000-01-08 22:00:00+00:00,304.371537,1235.032844,712.446218,65.045213
2000-01-08 23:00:00+00:00,282.532018,1266.046695,708.9648000000001,77.780633
2000-01-09 00:00:00+00:00,276.79139299999997,1181.509856,754.239303,84.645624
2000-01-09 01:00:00+00:00,221.45619,1198.151565,713.173547,99.71977000000001
2000-01-09 02:00:00+00:00,250.81826199999998,1119.536145,649.654468,104.48329700000001
2000-01-09 03:00:00+00:00,255.639894,1115.434672,598.1754030000001,117.593925
2000-01-09 04:00:00+00:00,267.88150199999995,1158.625986,564.9278939999999,147.76564100000002
2000-01-09 05:00:00+00:00,274.033034,1169.50124,529.654852,158.139313
2000-01-09 06:00:00+00:00,259.7844,1233.4658060000002,553.765107,239.177805
2000-01-09 07:00:00+00:00,265.913516,1179.105623,557.443704,334.14198100000004
2000-01-09 08:00:00+00:00,314.566984,1117.764342,501.43478999999996,439.42786
2000-01-09 09:00:00+00:00,343.045893,1117.8709350000001,436.78171399999997,521.09271
2000-01-09 10:00:00+00:00,299.918832,1059.646561,428.959592,542.3808290000001
2000-01-09 11:00:00+00:00,306.495142,1013.837453,361.53922,565.636803
2000-01-09 12:00:00+00:00,317.581041,1051.412167,359.980165,611.760357
2000-01-09 13:00:00+00:00,292.898309,1031.129309,403.500337,710.978731
2000-01-09 14:00:00+00:00,289.796379,969.669369,425.75983,826.99318
2000-01-09 15:00:00+00:00,287.144645,950.8975379999999,464.052603,951.2098090000001
2000-01-09 16:00:00+00:00,271.11880099999996,892.486812,521.197459,1039.41093
2000-01-09 17:00:00+00:00,299.615953,862.561317,595.923714,1115.8249799999999
2000-01-09 18:00:00+00:00,268.417701,825.055573,620.733165,1170.525581
2000-01-09 19:00:00+00:00,248.728615,752.764698,641.956756,1208.5917299999999
2000-01-09 20:00:00+00:00,217.51053,405.523962,682.944292,1245.9906540000002
2000-01-09 21:00:00+00:00,240.26996499999998,217.552631,787.908951,1248.820579
2000-01-09 22:00:00+00:00,221.323661,142.28762899999998,860.0011629999999,1225.533839
2000-01-09 23:00:00+00:00,195.233767,109.41282000000001,927.340739,1200.954415
2000-01-10 00:00:00+00:00,167.85192800000002,102.732656,1001.0592419999999,1184.627321
2000-01-10 01:00:00+00:00,145.155711,88.194564,1041.766457,1147.003995
2000-01-10 02:00:00+00:00,133.72845800000002,98.64405599999999,1060.974588,1145.962416
2000-01-10 03:00:00+00:00,121.25825900000001,100.15339,1084.339098,1085.736649
2000-01-10 04:00:00+00:00,97.311719,109.48732000000001,1088.314519,1041.740386
2000-01-10 05:00:00+00:00,60.76144,105.94766,1087.7553910000001,968.227796
2000-01-10 06:00:00+00:00,37.376962,85.389464,1105.008695,878.045039
2000-01-10 07:00:00+00:00,24.677692999999998,87.414953,1115.2045220000002,856.1792730000001
2000-01-10 08:00:00+00:00,11.566467000000001,79.89094100000001,1132.041803,875.71597
2000-01-10 09:00:00+00:00,7.191707,94.982212,1106.33435,850.054266
2000-01-10 10:00:00+00:00,5.580281,131.288728,1126.188582,838.456849
2000-01-10 11:00:00+00:00,8.34191,191.20349900000002,1131.038456,824.406417
2000-01-10 12:00:00+00:00,12.55404,276.67851299999995,1107.542105,766.52205
2000-01-10 13:00:00+00:00,12.574538,327.736661,1149.799037,695.558794
2000-01-10 14:00:00+00:00,6.4196480000000005,356.705086,1108.6902180000002,622.620459
2000-01-10 15:00:00+00:00,4.012448,472.505151,1062.672721,551.39883
2000-01-10 16:00:00+00:00,8.452176,506.552186,1031.67484,518.438978
2000-01-10 17:00:00+00:00,16.56086,566.6066679999999,976.087432,477.75981
2000-01-10 18:00:00+00:00,17.36347,557.743196,898.091437,458.18494599999997
2000-01-10 19:00:00+00:00,11.469911,497.151913,826.572998,420.488693
2000-01-10 20:00:00+00:00,5.61251,431.734414,781.023439,463.518174
2000-01-10 21:00:00+00:00,9.297698,375.783266,761.523651,487.21494
2000-01-10 22:00:00+00:00,17.872802,251.10031,752.4694969999999,459.933378
2000-01-10 23:00:00+00:00,21.331502,237.495958,781.407094,451.820223
2000-01-11 00:00:00+00:00,17.198936,230.775402,779.413504,439.584468
2000-01-11 01:00:00+00:00,25.887983,281.841488,742.3915330000001,432.612156
2000-01-11 02:00:00+00:00,36.06977,371.937641,724.067911,415.66634899999997
2000-01-11 03:00:00+00:00,45.179869,502.034247,682.368871,397.521025
2000-01-11 04:00:00+00:00,39.138163999999996,630.005443,641.799271,365.800125
2000-01-11 05:00:00+00:00,40.57275,689.555204,634.587767,345.82892499999997
2000-01-11 06:00:00+00:00,39.12762,701.704573,645.4317199999999,379.404446
2000-01-11 07:00:00+00:00,57.016305,739.046206,607.615026,419.558094
2000-01-11 08:00:00+00:00,83.96092,718.2220209999999,593.045179,421.566661
2000-01-11 09:00:00+00:00,94.957578,662.368185,564.068743,459.312884
2000-01-11 10:00:00+00:00,101.86860899999999,635.736394,557.868684,455.64786
2000-01-11 11:00:00+00:00,134.59041699999997,627.715498,523.334834,461.597664
2000-01-11 12:00:00+00:00,149.865057,556.214738,474.90431,497.097026
2000-01-11 13:00:00+00:00,173.597254,523.691265,455.48794799999996,501.636868
2000-01-11 14:00:00+00:00,200.04113,447.896061,440.119679,522.80166
2000-01-11 15:00:00+00:00,239.53254,435.709877,410.46957799999996,574.1633850000001
2000-01-11 16:00:00+00:00,228.962328,455.472621,421.49630099999996,642.695436
2000-01-11 17:00:00+00:00,224.780174,497.91549,450.563014,656.0444030000001
2000-01-11 18:00:00+00:00,249.3845,599.9929159999999,450.368435,695.118573
2000-01-11 19:00:00+00:00,248.00709,671.39708,471.054033,681.4905219999999
2000-01-11 20:00:00+00:00,211.7741,768.751206,461.086881,717.7734449999999
2000-01-11 21:00:00+00:00,239.6721,786.013343,426.192244,698.832318
2000-01-11 22:00:00+00:00,268.24802,787.8242859999999,421.655012,679.95325
2000-01-11 23:00:00+00:00,268.07719000000003,853.315657,411.413925,686.010198
2000-01-12 00:00:00+00:00,259.57277,948.536443,401.24483100000003,648.1475849999999
2000-01-12 01:00:00+00:00,262.17314,934.129819,402.377621,606.8284769999999
2000-01-12 02:00:00+00:00,279.12273999999996,914.702633,370.166282,591.346249
2000-01-12 03:00:00+00:00,301.50258,809.1745820000001,300.715419,542.522472
2000-01-12 04:00:00+00:00,296.214071,668.839566,259.97355300000004,560.834081
2000-01-12 05:00:00+00:00,289.262194,548.9719590000001,255.578035,518.495137
2000-01-12 06:00:00+00:00,310.210581,394.471087,244.338441,542.642599
2000-01-12 07:00:00+00:00,269.39531,306.126778,201.961646,504.696197
2000-01-12 08:00:00+00:00,242.359835,279.629706,195.797542,499.836854
2000-01-12 09:00:00+00:00,225.129778,256.32952,180.543833,475.62249699999995
2000-01-12 10:00:00+00:00,206.564087,267.621785,198.395987,457.390753
2000-01-12 11:00:00+00:00,229.11731899999998,292.73805,193.89417699999998,413.67973700000005
2000-01-12 12:00:00+00:00,300.30169,293.14466,192.704396,391.041374
2000-01-12 13:00:00+00:00,265.814974,273.209836,176.35993100000002,370.919413
2000-01-12 14:00:00+00:00,237.658565,230.283017,164.719272,366.820969
2000-01-12 15:00:00+00:00,205.571177,172.942016,141.396088,438.06912300000005
2000-01-12 16:00:00+00:00,196.652701,139.460308,145.80687899999998,472.03902500000004
2000-01-12 17:00:00+00:00,201.915109,98.808402,143.797065,500.593971
2000-01-12 18:00:00+00:00,190.226594,98.559574,152.812016,547.776946
2000-01-12 19:00:00+00:00,150.803593,91.674046,157.131114,572.132537
2000-01-12 20:00:00+00:00,93.006856,84.24734600000001,174.12547899999998,548.147765
2000-01-12 21:00:00+00:00,75.832911,92.803136,182.762017,522.668989
2000-01-12 22:00:00+00:00,58.238474000000004,101.907067,173.751114,513.280975
2000-01-12 23:00:00+00:00,49.455433,119.998097,176.656722,439.038494
2000-01-13 00:00:00+00:00,40.634274,129.32815300000001,163.111832,412.720229
2000-01-13 01:00:00+00:00,26.274143,160.494524,177.976588,414.806745
2000-01-13 02:00:00+00:00,27.768678,161.10983199999998,168.523712,403.403197
2000-01-13 03:00:00+00:00,37.5294,134.679405,160.24649100000002,414.876896
2000-01-13 04:00:00+00:00,52.120288,159.647961,157.383813,435.317969
2000-01-13 05:00:00+00:00,75.622169,207.437087,148.35093,416.123706
2000-01-13 06:00:00+00:00,97.611042,305.98346100000003,161.31126,411.54932299999996
2000-01-13 07:00:00+00:00,126.492652,337.31694699999997,195.72417000000002,389.738221
2000-01-13 08:00:00+00:00,144.572927,383.871807,187.803593,399.308067
2000-01-13 09:00:00+00:00,163.01890400000002,372.232305,190.403638,410.646227
2000-01-13 10:00:00+00:00,164.00911499999998,427.502906,188.68702299999998,429.626452
2000-01-13 11:00:00+00:00,166.57699100000002,497.65468699999997,162.45638399999999,410.75814399999996
2000-01-13 12:00:00+00:00,160.523965,575.490472,136.649087,393.785935
2000-01-13 13:00:00+00:00,206.52650500000001,651.959155,133.046293,348.838328
2000-01-13 14:00:00+00:00,226.059514,747.157966,127.72515200000001,333.63951899999995
2000-01-13 15:00:00+00:00,232.409697,887.917257,121.78195299999999,324.907902
2000-01-13 16:00:00+00:00,239.653682,1012.5487780000001,121.38855000000001,339.9635
2000-01-13 17:00:00+00:00,246.933225,1032.011101,128.903504,365.95404599999995
2000-01-13 18:00:00+00:00,291.668973,1018.1936820000001,133.577781,400.86169
2000-01-13 19:00:00+00:00,318.509726,1004.968178,139.517122,399.479642
2000-01-13 20:00:00+00:00,308.26495,1021.84497,142.878044,406.389953
2000-01-13 21:00:00+00:00,301.96161099999995,1008.7487759999999,131.133425,373.53092599999997
2000-01-13 22:00:00+00:00,297.605594,1073.067967,133.182169,360.062047
2000-01-13 23:00:00+00:00,320.79479399999997,1176.4210360000002,133.3281,332.15517800000003
2000-01-14 00:00:00+00:00,334.196201,1187.378494,140.20659099999997,294.794519
2000-01-14 01:00:00+00:00,362.107441,1111.0831810000002,147.06142300000002,293.801755
2000-01-14 02:00:00+00:00,385.70765500000005,1045.710402,159.49779500000002,299.44016100000005
2000-01-14 03:00:00+00:00,374.39790600000003,1030.350392,161.66225500000002,309.498941
2000-01-14 04:00:00+00:00,337.111261,1034.091963,151.590745,338.322174
2000-01-14 05:00:00+00:00,318.54844199999997,1067.5309029999999,159.39538399999998,351.44965
2000-01-14 06:00:00+00:00,307.300914,1110.6754609999998,180.050745,390.99839000000003
2000-01-14 07:00:00+00:00,282.914858,1101.624883,208.42243200000001,411.532097
2000-01-14 08:00:00+00:00,267.744418,1146.458619,229.460179,442.692047
2000-01-14 09:00:00+00:00,254.69365,1167.085879,271.398191,462.92089500000003
2000-01-14 10:00:00+00:00,228.367331,1172.297317,301.827102,496.59860499999996
2000-01-14 11:00:00+00:00,221.747886,1186.700103,350.581266,524.569179
2000-01-14 12:00:00+00:00,224.574614,1205.6253689999999,379.31032400000004,526.6837929999999
2000-01-14 13:00:00+00:00,214.54532500000002,1223.829637,425.371911,479.3888
2000-01-14 14:00:00+00:00,197.195055,1211.0359310000001,473.623001,447.946835
2000-01-14 15:00:00+00:00,230.735769,1298.492419,468.34871999999996,442.657219
2000-01-14 16:00:00+00:00,264.956244,1411.46585,502.23979499999996,458.606219
2000-01-14 17:00:00+00:00,289.37033399999996,1528.331889,565.80895,462.480442
2000-01-14 18:00:00+00:00,309.68390000000005,1557.705392,667.808683,517.133347
2000-01-14 19:00:00+00:00,340.01193,1639.503552,788.508552,593.063033
2000-01-14 20:00:00+00:00,360.357268,1682.449453,892.111193,678.9900690000001
2000-01-14 21:00:00+00:00,375.96256900000003,1712.054094,992.470747,718.2027029999999
2000-01-14 22:00:00+00:00,394.57687400000003,1752.180383,1022.921204,754.347714
2000-01-14 23:00:00+00:00,418.123336,1805.345438,1026.269237,735.746536
2000-01-15 00:00:00+00:00,425.957653,1843.714512,1082.500797,689.526208
2000-01-15 01:00:00+00:00,433.98203,1840.827512,1044.238714,662.0812970000001
2000-01-15 02:00:00+00:00,448.27581599999996,1795.625718,1031.574999,695.434941
2000-01-15 03:00:00+00:00,456.627804,1783.579208,1074.936414,717.783369
2000-01-15 04:00:00+00:00,459.44957,1790.9163119999998,1175.387007,764.6564860000001
2000-01-15 05:00:00+00:00,465.875527,1834.169187,1286.5112239999999,807.93131
2000-01-15 06:00:00+00:00,471.70368,1856.292421,1396.177245,919.502178
