,time,SE1,SE2,SE3,SE4
67,2000-01-03 19:00:00+00:00,10.80337,51.64855,1330.897766,512.919612
68,2000-01-03 20:00:00+00:00,14.839981,56.640692,1304.269337,405.665518
69,2000-01-03 21:00:00+00:00,30.235287,61.021576,1285.168918,318.606337
70,2000-01-03 22:00:00+00:00,25.793167,57.250519,1262.344798,248.544341
71,2000-01-03 23:00:00+00:00,34.520109000000005,63.065422,1201.113438,227.515294
72,2000-01-04 00:00:00+00:00,33.735166,83.625586,1152.807183,213.34814100000003
73,2000-01-04 01:00:00+00:00,43.543774,118.33989199999999,1133.1137720000004,179.65599999999998
74,2000-01-04 02:00:00+00:00,52.716464,164.08956700000005,1097.867,135.26191200000002
75,2000-01-04 03:00:00+00:00,56.121527,197.839433,1043.349842,87.64072900000002
76,2000-01-04 04:00:00+00:00,76.760583,246.99103300000002,1010.82797,66.41622699999999
77,2000-01-04 05:00:00+00:00,77.037554,304.286607,964.796302,59.28839
78,2000-01-04 06:00:00+00:00,68.93240899999999,304.504969,910.157529,59.707721
79,2000-01-04 07:00:00+00:00,69.59871600000001,306.590806,813.3397950000002,94.672159
80,2000-01-04 08:00:00+00:00,66.850472,298.19951499999996,769.6800039999998,81.787808
81,2000-01-04 09:00:00+00:00,74.70169200000001,313.376946,760.186645,64.54365899999999
82,2000-01-04 10:00:00+00:00,75.042365,349.715365,732.3491300000002,61.798089000000004
83,2000-01-04 11:00:00+00:00,88.33621099999998,357.2661730000001,697.754646,75.624639
84,2000-01-04 12:00:00+00:00,96.209621,356.053152,632.3348540000002,90.246328
85,2000-01-04 13:00:00+00:00,125.24904599999999,390.344811,543.6992750000002,90.900322
86,2000-01-04 14:00:00+00:00,140.926853,436.98662300000007,513.480292,106.445196
87,2000-01-04 15:00:00+00:00,149.964201,569.885128,510.099464,120.860996
88,2000-01-04 16:00:00+00:00,165.378732,561.0637979999998,499.665509,146.44421100000002
89,2000-01-04 17:00:00+00:00,166.587706,551.706512,505.00616,157.66984599999995
90,2000-01-04 18:00:00+00:00,177.90672800000004,518.640184,483.29945999999995,139.454473
91,2000-01-04 19:00:00+00:00,193.605362,567.2362929999998,446.726088,108.36309399999999
92,2000-01-04 20:00:00+00:00,205.10886000000002,631.295971,385.372624,104.000487
93,2000-01-04 21:00:00+00:00,213.155731,660.718262,362.565818,114.116876
94,2000-01-04 22:00:00+00:00,228.66427099999999,691.4577400000001,362.371269,104.871942
95,2000-01-04 23:00:00+00:00,239.60918999999998,661.0639669999998,351.967432,84.10164300000001
96,2000-01-05 00:00:00+00:00,284.206425,642.743828,346.627278,69.00684299999999
97,2000-01-05 01:00:00+00:00,312.673827,708.9850620000002,350.130554,50.927043
98,2000-01-05 02:00:00+00:00,327.47747599999997,760.7859109999998,353.965919,43.57103
99,2000-01-05 03:00:00+00:00,345.506467,770.293116,315.534493,34.790341999999995
100,2000-01-05 04:00:00+00:00,356.8560040000001,855.246259,335.907701,37.25020900000001
101,2000-01-05 05:00:00+00:00,383.28462,918.1621029999999,339.973278,42.847378000000006
102,2000-01-05 06:00:00+00:00,385.594964,957.6489970000001,325.31724199999996,40.548306
103,2000-01-05 07:00:00+00:00,385.74123399999996,972.690218,329.232594,32.927634999999995
104,2000-01-05 08:00:00+00:00,380.325245,1003.9768339999999,342.157175,27.814656
105,2000-01-05 09:00:00+00:00,387.29128199999997,1027.072328,338.947159,29.293574
106,2000-01-05 10:00:00+00:00,383.559615,1039.356301,324.07122400000003,31.068361
107,2000-01-05 11:00:00+00:00,384.75597400000004,1032.8117849999999,313.798751,17.910021
108,2000-01-05 12:00:00+00:00,384.009015,1022.31371,329.37229,24.739162
109,2000-01-05 13:00:00+00:00,385.595707,997.8603300000001,360.001182,42.63232100000001
110,2000-01-05 14:00:00+00:00,390.035577,970.733652,363.730279,54.242564
111,2000-01-05 15:00:00+00:00,391.010256,928.072911,353.734986,47.164922
112,2000-01-05 16:00:00+00:00,386.321078,893.1854519999999,347.726175,51.070778999999995
113,2000-01-05 17:00:00+00:00,383.306934,897.311542,296.445861,59.944762
114,2000-01-05 18:00:00+00:00,375.6732530000001,908.6893289999999,269.888152,81.465374
115,2000-01-05 19:00:00+00:00,368.469544,919.4360939999999,265.299842,101.08213
116,2000-01-05 20:00:00+00:00,357.932819,896.1392539999998,276.037203,144.597708
117,2000-01-05 21:00:00+00:00,348.787023,945.5839189999999,268.499931,116.77840400000001
118,2000-01-05 22:00:00+00:00,334.46915099999995,950.639906,283.381641,116.29678100000001
119,2000-01-05 23:00:00+00:00,334.647347,1005.12604,285.27049500000004,134.334326
120,2000-01-06 00:00:00+00:00,320.384814,1000.8224369999999,305.350189,117.430489
121,2000-01-06 01:00:00+00:00,304.218575,1047.881293,311.269132,91.667899
122,2000-01-06 02:00:00+00:00,329.322108,1073.444805,325.673385,76.980581
123,2000-01-06 03:00:00+00:00,354.992383,1152.019901,353.1900960000001,58.76823200000001
124,2000-01-06 04:00:00+00:00,355.179305,1244.92567,362.203306,50.308679999999995
125,2000-01-06 05:00:00+00:00,371.51120699999996,1346.095451,359.320065,56.051607
126,2000-01-06 06:00:00+00:00,387.85969500000004,1405.5594979999996,391.853685,58.44553500000001
127,2000-01-06 07:00:00+00:00,390.484659,1418.065446,434.91085899999996,74.782312
128,2000-01-06 08:00:00+00:00,409.20370099999997,1429.555611,467.30646900000005,60.198297
129,2000-01-06 09:00:00+00:00,437.93401500000004,1491.570058,507.002974,39.980863
130,2000-01-06 10:00:00+00:00,462.34165,1515.516757,525.467914,47.638226
131,2000-01-06 11:00:00+00:00,453.95582,1550.414363,552.93037,55.621252
132,2000-01-06 12:00:00+00:00,457.92789400000004,1553.648358,562.267741,69.380876
133,2000-01-06 13:00:00+00:00,464.12709800000005,1545.700304,563.714454,104.455946
134,2000-01-06 14:00:00+00:00,470.481916,1580.24355,659.857259,141.23703999999998
135,2000-01-06 15:00:00+00:00,460.761096,1512.0784130000002,776.2352080000001,228.814658
136,2000-01-06 16:00:00+00:00,467.86593,1538.0670890000001,885.180477,256.723994
137,2000-01-06 17:00:00+00:00,484.489747,1479.670569,892.4601230000002,362.37249
138,2000-01-06 18:00:00+00:00,476.961449,1607.510165,921.106622,436.31612
139,2000-01-06 19:00:00+00:00,452.846859,1688.848472,942.4870789999999,534.261057
140,2000-01-06 20:00:00+00:00,429.125901,1712.0550959999996,980.566121,590.305791
141,2000-01-06 21:00:00+00:00,428.48841699999997,1704.8196710000002,1074.31219,553.312951
142,2000-01-06 22:00:00+00:00,425.93423099999995,1718.313648,1090.3420319999998,536.203091
143,2000-01-06 23:00:00+00:00,427.17976,1709.442432,1093.260948,478.374108
144,2000-01-07 00:00:00+00:00,432.12285199999997,1767.960246,1029.3825379999996,463.319974
145,2000-01-07 01:00:00+00:00,462.010804,1741.3262710000001,901.282792,407.866487
146,2000-01-07 02:00:00+00:00,468.85264800000004,1756.8575830000002,828.582214,387.731029
147,2000-01-07 03:00:00+00:00,485.691758,1704.3979809999996,812.658146,370.34085899999997
148,2000-01-07 04:00:00+00:00,478.355287,1651.488253,817.479433,322.577682
149,2000-01-07 05:00:00+00:00,465.445557,1624.330817,788.966273,313.5977430000001
150,2000-01-07 06:00:00+00:00,391.973511,1452.4953799999996,786.720088,242.31847799999997
151,2000-01-07 07:00:00+00:00,364.126062,1335.832396,977.974242,183.313098
152,2000-01-07 08:00:00+00:00,306.941229,1400.737129,1126.994205,161.364886
153,2000-01-07 09:00:00+00:00,255.63559300000003,1514.319441,1318.19652,118.369915
154,2000-01-07 10:00:00+00:00,290.583506,1700.8514109999999,1504.3320210000002,126.294671
155,2000-01-07 11:00:00+00:00,340.972433,1764.008737,1597.32357,160.043915
156,2000-01-07 12:00:00+00:00,306.79200299999997,1832.030679,1713.532186,223.385216
157,2000-01-07 13:00:00+00:00,284.030783,1791.9789420000002,1772.548723,302.626846
158,2000-01-07 14:00:00+00:00,213.58020800000003,1633.404485,1850.6376530000002,427.90660599999995
159,2000-01-07 15:00:00+00:00,85.28949200000001,1425.159497,1874.5580309999998,550.7085910000002
160,2000-01-07 16:00:00+00:00,13.598987,1424.7046269999998,1899.440838,659.388785
161,2000-01-07 17:00:00+00:00,12.190814999999999,1478.500303,1924.949356,777.943841
162,2000-01-07 18:00:00+00:00,91.575942,1660.058926,1883.121005,830.771622
163,2000-01-07 19:00:00+00:00,186.581409,1718.9185530000002,1822.207054,855.281651
164,2000-01-07 20:00:00+00:00,207.86825,1725.920421,1783.788466,847.289388
165,2000-01-07 21:00:00+00:00,257.744257,1718.006652,1717.352219,852.8390710000001
166,2000-01-07 22:00:00+00:00,282.283339,1706.3268770000002,1601.0675649999996,859.706664
167,2000-01-07 23:00:00+00:00,360.889146,1662.197244,1473.688982,834.798994
168,2000-01-08 00:00:00+00:00,391.018597,1516.58598,1386.614776,784.560965
169,2000-01-08 01:00:00+00:00,415.231661,1365.5708049999996,1247.8590800000004,744.2913269999999
170,2000-01-08 02:00:00+00:00,438.425586,1360.7864359999999,1144.5379850000004,609.0307889999999
171,2000-01-08 03:00:00+00:00,424.750567,1234.815457,1023.899352,529.637627
172,2000-01-08 04:00:00+00:00,449.819107,1231.556915,952.690417,433.72826200000003
173,2000-01-08 05:00:00+00:00,450.781562,1181.820211,843.3382449999999,375.797822
174,2000-01-08 06:00:00+00:00,432.279675,1048.821856,818.3213320000001,294.15157
175,2000-01-08 07:00:00+00:00,442.245645,1060.215882,872.600234,215.978899
176,2000-01-08 08:00:00+00:00,446.124795,1149.163216,877.516619,146.68421999999998
177,2000-01-08 09:00:00+00:00,432.891549,1297.565132,865.712135,80.616428
178,2000-01-08 10:00:00+00:00,427.115416,1278.405135,837.102441,38.719251
179,2000-01-08 11:00:00+00:00,441.165674,1177.841902,779.3643490000002,22.721822
180,2000-01-08 12:00:00+00:00,448.945236,1061.4058,746.547139,28.357745
181,2000-01-08 13:00:00+00:00,448.50051799999994,1074.21906,728.3414849999999,40.046434000000005
182,2000-01-08 14:00:00+00:00,418.97744300000005,1188.504951,731.198978,46.318217
183,2000-01-08 15:00:00+00:00,382.123821,1243.96544,763.5517600000002,53.524331000000004
184,2000-01-08 16:00:00+00:00,371.071913,1296.198541,784.485638,57.176832999999995
185,2000-01-08 17:00:00+00:00,365.307108,1299.939449,801.481535,52.46958400000001
186,2000-01-08 18:00:00+00:00,362.118632,1282.960155,770.0542740000001,33.828987999999995
187,2000-01-08 19:00:00+00:00,342.888182,1300.9633390000001,726.409092,44.422699
188,2000-01-08 20:00:00+00:00,305.4926930000001,1270.30681,754.266473,47.207522999999995
189,2000-01-08 21:00:00+00:00,327.171877,1292.924342,737.486726,58.300165
190,2000-01-08 22:00:00+00:00,304.371537,1235.0328439999998,712.4462179999999,65.045213
191,2000-01-08 23:00:00+00:00,282.532018,1266.046695,708.9648000000002,77.780633
192,2000-01-09 00:00:00+00:00,276.791393,1181.5098560000001,754.2393030000001,84.645624
193,2000-01-09 01:00:00+00:00,221.45619,1198.1515650000001,713.173547,99.71977
194,2000-01-09 02:00:00+00:00,250.818262,1119.536145,649.654468,104.483297
195,2000-01-09 03:00:00+00:00,255.639894,1115.434672,598.1754030000002,117.593925
196,2000-01-09 04:00:00+00:00,267.88150199999995,1158.625986,564.9278939999998,147.76564100000004
197,2000-01-09 05:00:00+00:00,274.033034,1169.50124,529.654852,158.139313
198,2000-01-09 06:00:00+00:00,259.7844,1233.4658060000004,553.7651070000001,239.17780499999998
199,2000-01-09 07:00:00+00:00,265.913516,1179.1056230000002,557.443704,334.1419810000001
200,2000-01-09 08:00:00+00:00,314.566984,1117.764342,501.43479,439.42785999999995
201,2000-01-09 09:00:00+00:00,343.04589300000004,1117.870935,436.781714,521.09271
202,2000-01-09 10:00:00+00:00,299.918832,1059.646561,428.959592,542.3808290000002
203,2000-01-09 11:00:00+00:00,306.495142,1013.837453,361.53922,565.636803
204,2000-01-09 12:00:00+00:00,317.581041,1051.412167,359.980165,611.760357
205,2000-01-09 13:00:00+00:00,292.898309,1031.129309,403.500337,710.9787309999999
206,2000-01-09 14:00:00+00:00,289.796379,969.669369,425.75982999999997,826.9931799999999
207,2000-01-09 15:00:00+00:00,287.144645,950.897538,464.05260300000003,951.209809
208,2000-01-09 16:00:00+00:00,271.118801,892.4868119999999,521.197459,1039.41093
209,2000-01-09 17:00:00+00:00,299.615953,862.561317,595.923714,1115.82498
210,2000-01-09 18:00:00+00:00,268.41770099999997,825.0555730000001,620.733165,1170.525581
211,2000-01-09 19:00:00+00:00,248.728615,752.7646980000001,641.9567559999999,1208.59173
212,2000-01-09 20:00:00+00:00,217.51053,405.523962,682.944292,1245.9906540000004
213,2000-01-09 21:00:00+00:00,240.269965,217.55263100000002,787.908951,1248.820579
214,2000-01-09 22:00:00+00:00,221.323661,142.28762899999995,860.0011629999998,1225.5338390000002
215,2000-01-09 23:00:00+00:00,195.233767,109.41282,927.3407390000001,1200.954415
216,2000-01-10 00:00:00+00:00,167.85192800000004,102.732656,1001.059242,1184.6273210000002
217,2000-01-10 01:00:00+00:00,145.155711,88.194564,1041.766457,1147.003995
218,2000-01-10 02:00:00+00:00,133.72845800000002,98.644056,1060.974588,1145.962416
219,2000-01-10 03:00:00+00:00,121.258259,100.15339,1084.3390980000001,1085.736649
220,2000-01-10 04:00:00+00:00,97.311719,109.48732,1088.314519,1041.740386
221,2000-01-10 05:00:00+00:00,60.76144,105.94766000000001,1087.755391,968.2277960000001
222,2000-01-10 06:00:00+00:00,37.376962,85.389464,1105.008695,878.0450390000001
223,2000-01-10 07:00:00+00:00,24.677693,87.414953,1115.2045220000002,856.1792730000002
224,2000-01-10 08:00:00+00:00,11.566467,79.89094100000001,1132.0418029999998,875.71597
225,2000-01-10 09:00:00+00:00,7.191707000000001,94.982212,1106.33435,850.054266
226,2000-01-10 10:00:00+00:00,5.580280999999999,131.288728,1126.188582,838.456849
227,2000-01-10 11:00:00+00:00,8.34191,191.203499,1131.038456,824.406417
228,2000-01-10 12:00:00+00:00,12.554039999999999,276.67851299999995,1107.542105,766.52205
229,2000-01-10 13:00:00+00:00,12.574538,327.73666099999997,1149.799037,695.558794
230,2000-01-10 14:00:00+00:00,6.4196480000000005,356.705086,1108.6902180000004,622.620459
231,2000-01-10 15:00:00+00:00,4.012448,472.50515099999996,1062.6727210000001,551.39883
232,2000-01-10 16:00:00+00:00,8.452176,506.552186,1031.6748400000001,518.438978
233,2000-01-10 17:00:00+00:00,16.56086,566.6066679999999,976.087432,477.75980999999996
234,2000-01-10 18:00:00+00:00,17.36347,557.743196,898.0914369999999,458.184946
235,2000-01-10 19:00:00+00:00,11.469911,497.151913,826.5729980000001,420.48869299999996
236,2000-01-10 20:00:00+00:00,5.612509999999999,431.73441399999996,781.0234389999999,463.51817400000004
237,2000-01-10 21:00:00+00:00,9.297698,375.783266,761.523651,487.21494
238,2000-01-10 22:00:00+00:00,17.872802,251.10031,752.4694969999998,459.933378
239,2000-01-10 23:00:00+00:00,21.331502,237.495958,781.407094,451.82022300000006
240,2000-01-11 00:00:00+00:00,17.198936,230.775402,779.413504,439.58446799999996
241,2000-01-11 01:00:00+00:00,25.887983,281.84148799999997,742.3915330000002,432.61215599999997
242,2000-01-11 02:00:00+00:00,36.06977,371.93764100000004,724.067911,415.666349
243,2000-01-11 03:00:00+00:00,45.179869000000004,502.034247,682.368871,397.521025
244,2000-01-11 04:00:00+00:00,39.138164,630.005443,641.799271,365.800125
245,2000-01-11 05:00:00+00:00,40.57275,689.555204,634.587767,345.828925
246,2000-01-11 06:00:00+00:00,39.12762,701.7045730000001,645.4317199999998,379.404446
247,2000-01-11 07:00:00+00:00,57.016305,739.046206,607.615026,419.55809400000004
248,2000-01-11 08:00:00+00:00,83.96092,718.2220209999998,593.045179,421.566661
249,2000-01-11 09:00:00+00:00,94.957578,662.3681849999999,564.0687429999999,459.312884
250,2000-01-11 10:00:00+00:00,101.868609,635.736394,557.868684,455.64786
251,2000-01-11 11:00:00+00:00,134.59041699999997,627.715498,523.334834,461.59766399999995
252,2000-01-11 12:00:00+00:00,149.865057,556.214738,474.90430999999995,497.09702599999997
253,2000-01-11 13:00:00+00:00,173.597254,523.691265,455.487948,501.636868
254,2000-01-11 14:00:00+00:00,200.04113,447.89606100000003,440.119679,522.80166
255,2000-01-11 15:00:00+00:00,239.53253999999998,435.70987699999995,410.469578,574.1633850000002
256,2000-01-11 16:00:00+00:00,228.96232799999999,455.472621,421.496301,642.6954360000001
257,2000-01-11 17:00:00+00:00,224.78017400000002,497.91549000000003,450.56301399999995,656.0444030000001
258,2000-01-11 18:00:00+00:00,249.3845,599.9929159999998,450.368435,695.1185730000001
259,2000-01-11 19:00:00+00:00,248.00708999999998,671.39708,471.054033,681.4905219999998
260,2000-01-11 20:00:00+00:00,211.7741,768.7512059999999,461.08688099999995,717.7734449999998
261,2000-01-11 21:00:00+00:00,239.6721,786.013343,426.192244,698.832318
262,2000-01-11 22:00:00+00:00,268.24802,787.8242859999998,421.655012,679.95325
263,2000-01-11 23:00:00+00:00,268.07719000000003,853.315657,411.413925,686.0101980000001
264,2000-01-12 00:00:00+00:00,259.57277,948.536443,401.244831,648.1475849999998
265,2000-01-12 01:00:00+00:00,262.17314,934.129819,402.377621,606.8284769999998
266,2000-01-12 02:00:00+00:00,279.12274,914.702633,370.16628199999997,591.3462490000001
267,2000-01-12 03:00:00+00:00,301.50257999999997,809.1745820000001,300.715419,542.522472
268,2000-01-12 04:00:00+00:00,296.214071,668.839566,259.97355300000004,560.834081
269,2000-01-12 05:00:00+00:00,289.262194,548.9719590000002,255.578035,518.495137
270,2000-01-12 06:00:00+00:00,310.210581,394.471087,244.33844100000002,542.642599
271,2000-01-12 07:00:00+00:00,269.39531,306.126778,201.961646,504.696197
272,2000-01-12 08:00:00+00:00,242.359835,279.629706,195.797542,499.836854
273,2000-01-12 09:00:00+00:00,225.129778,256.32952,180.543833,475.622497
274,2000-01-12 10:00:00+00:00,206.564087,267.621785,198.39598700000002,457.390753
275,2000-01-12 11:00:00+00:00,229.117319,292.73805,193.894177,413.6797370000001
276,2000-01-12 12:00:00+00:00,300.30169,293.14466,192.704396,391.041374
277,2000-01-12 13:00:00+00:00,265.814974,273.209836,176.35993100000005,370.91941299999996
278,2000-01-12 14:00:00+00:00,237.65856499999998,230.283017,164.719272,366.820969
279,2000-01-12 15:00:00+00:00,205.571177,172.942016,141.396088,438.0691230000001
280,2000-01-12 16:00:00+00:00,196.652701,139.460308,145.80687899999995,472.039025
281,2000-01-12 17:00:00+00:00,201.915109,98.808402,143.797065,500.593971
282,2000-01-12 18:00:00+00:00,190.226594,98.559574,152.812016,547.776946
283,2000-01-12 19:00:00+00:00,150.803593,91.67404599999999,157.131114,572.132537
284,2000-01-12 20:00:00+00:00,93.006856,84.24734600000002,174.12547899999996,548.147765
285,2000-01-12 21:00:00+00:00,75.832911,92.803136,182.762017,522.668989
286,2000-01-12 22:00:00+00:00,58.238474,101.907067,173.751114,513.280975
287,2000-01-12 23:00:00+00:00,49.455433,119.998097,176.656722,439.038494
288,2000-01-13 00:00:00+00:00,40.634274,129.328153,163.111832,412.720229
289,2000-01-13 01:00:00+00:00,26.274143,160.494524,177.976588,414.80674500000003
290,2000-01-13 02:00:00+00:00,27.768678,161.10983199999995,168.52371200000002,403.40319700000003
291,2000-01-13 03:00:00+00:00,37.5294,134.679405,160.24649100000005,414.876896
292,2000-01-13 04:00:00+00:00,52.120288,159.647961,157.38381299999998,435.31796900000006
293,2000-01-13 05:00:00+00:00,75.622169,207.43708700000002,148.35093,416.123706
294,2000-01-13 06:00:00+00:00,97.611042,305.9834610000001,161.31126,411.549323
295,2000-01-13 07:00:00+00:00,126.492652,337.316947,195.72417,389.738221
296,2000-01-13 08:00:00+00:00,144.572927,383.871807,187.803593,399.308067
297,2000-01-13 09:00:00+00:00,163.01890400000005,372.232305,190.403638,410.646227
298,2000-01-13 10:00:00+00:00,164.00911499999995,427.50290599999994,188.687023,429.626452
299,2000-01-13 11:00:00+00:00,166.57699100000005,497.654687,162.456384,410.758144
300,2000-01-13 12:00:00+00:00,160.523965,575.490472,136.649087,393.785935
301,2000-01-13 13:00:00+00:00,206.526505,651.959155,133.046293,348.838328
302,2000-01-13 14:00:00+00:00,226.059514,747.157966,127.725152,333.63951899999995
303,2000-01-13 15:00:00+00:00,232.40969700000002,887.9172570000001,121.781953,324.907902
304,2000-01-13 16:00:00+00:00,239.65368199999998,1012.548778,121.38855,339.9635
305,2000-01-13 17:00:00+00:00,246.933225,1032.011101,128.903504,365.954046
306,2000-01-13 18:00:00+00:00,291.668973,1018.193682,133.57778100000002,400.86169
307,2000-01-13 19:00:00+00:00,318.509726,1004.968178,139.517122,399.479642
308,2000-01-13 20:00:00+00:00,308.26495,1021.8449699999999,142.878044,406.389953
309,2000-01-13 21:00:00+00:00,301.96161099999995,1008.748776,131.133425,373.530926
310,2000-01-13 22:00:00+00:00,297.605594,1073.067967,133.182169,360.062047
311,2000-01-13 23:00:00+00:00,320.794794,1176.4210360000004,133.3281,332.1551780000001
312,2000-01-14 00:00:00+00:00,334.196201,1187.378494,140.20659099999997,294.794519
313,2000-01-14 01:00:00+00:00,362.107441,1111.0831810000002,147.06142300000005,293.80175499999996
314,2000-01-14 02:00:00+00:00,385.7076550000001,1045.710402,159.49779500000002,299.4401610000001
315,2000-01-14 03:00:00+00:00,374.397906,1030.350392,161.66225500000004,309.498941
316,2000-01-14 04:00:00+00:00,337.111261,1034.091963,151.590745,338.322174
317,2000-01-14 05:00:00+00:00,318.548442,1067.530903,159.39538399999995,351.44965
318,2000-01-14 06:00:00+00:00,307.30091400000003,1110.6754609999996,180.050745,390.99839
319,2000-01-14 07:00:00+00:00,282.914858,1101.624883,208.422432,411.532097
320,2000-01-14 08:00:00+00:00,267.744418,1146.458619,229.460179,442.692047
321,2000-01-14 09:00:00+00:00,254.69365,1167.085879,271.398191,462.920895
322,2000-01-14 10:00:00+00:00,228.367331,1172.297317,301.827102,496.598605
