,region,lat,lon,installation-date
85,SE4,56.5661105343755,13.060698669664724,1977-11-22
86,SE4,56.58050941940464,13.04568280523624,1977-11-23
87,SE4,55.71283040544132,13.121058335730838,1977-12-04
88,SE3,59.329449222998065,13.431979648460445,1977-12-12
89,SE3,57.733801957018045,18.953571712428893,1977-12-14
90,SE3,57.756456504770895,19.013614294967123,1977-12-18
91,SE3,57.75446054904087,19.013039480897294,1977-12-19
92,SE4,55.86044202242657,13.019364487154439,1977-12-19
93,SE3,58.291025700456764,11.448501800622607,1977-12-20
94,SE3,57.73435828156465,18.94889990212917,1977-12-21
95,SE4,56.29536767792682,16.413997541328822,1977-12-30
96,SE4,56.29268042577444,16.415014838111894,1977-12-30
97,SE4,56.29119524127964,16.415624518049007,1977-12-30
98,SE4,56.288116217778,16.416766047415553,1977-12-30
99,SE4,56.28959328386402,16.416096862972275,1977-12-30
100,SE4,55.42964904139737,13.744435387932642,1978-01-15
101,SE3,58.35656868923407,14.94172415357528,1978-01-18
102,SE4,56.169640407690636,12.975783293321225,1978-02-15
103,SE4,56.17126436412494,12.976855743330965,1978-02-15
104,SE4,55.8587391632349,13.016386972108936,1978-03-07
105,SE4,55.52331694626544,14.089105910029756,1978-03-20
106,SE4,55.52301649061685,14.086902048124664,1978-03-20
107,SE2,62.609209274845064,17.952314982818447,1978-05-01
108,SE4,55.46260482168422,14.024262821596563,1978-05-13
109,SE4,55.46464477852492,14.023079805001727,1978-05-13
110,SE4,55.479829609537326,13.667653795834436,1978-05-15
111,SE4,55.48220752399057,13.66876688266624,1978-05-15
112,SE4,56.89028309552865,12.471389428182519,1978-05-18
113,SE4,56.44048495841896,13.060673714199824,1978-05-22
114,SE4,55.81233585834878,13.687210089258736,1978-05-23
115,SE3,58.3386090283467,11.41459276368693,1978-06-01
116,SE3,58.337419621558816,11.416487212459216,1978-06-01
117,SE4,56.227437437841566,12.612353235464909,1978-06-06
118,SE4,56.47673500094562,13.009280687312687,1978-06-06
119,SE4,56.53601111554582,13.045545646956766,1978-06-19
120,SE4,56.23751678497312,12.565267473699071,1978-06-20
121,SE4,56.239652561692544,12.564812499969346,1978-06-20
122,SE3,58.27657531356555,12.352323564856539,1978-07-01
123,SE3,58.179245126553745,13.096301117482716,1978-07-01
124,SE3,57.812069366037036,18.544162595758245,1978-07-03
125,SE4,56.229920906553076,12.614566372089042,1978-07-09
126,SE4,55.70859716018232,13.145761222563767,1978-07-11
127,SE3,57.760616420996456,18.44738393798066,1978-07-18
128,SE3,57.75971495323003,18.438748483224845,1978-07-19
129,SE3,58.33158246004562,12.581462506675464,1978-07-26
130,SE3,58.09037953682276,11.840369680633724,1978-08-01
131,SE3,58.0877856966705,11.843358790831726,1978-08-01
132,SE4,55.5304133780596,14.33254570967493,1978-08-25
133,SE4,55.85813968691672,13.237468225349648,1978-08-29
134,SE3,58.25620554622203,12.22038926740057,1978-09-01
135,SE4,56.0079765947286,14.274749979916013,1978-09-04
136,SE3,57.23212475039114,18.593120467062846,1978-09-17
137,SE3,57.23174349235221,18.58945672592295,1978-09-20
138,SE3,58.77593151840704,11.261786896355964,1978-10-01
139,SE4,55.84921183065586,12.818895390938215,1978-10-14
140,SE4,55.84961317817415,12.815813616752525,1978-10-14
141,SE4,55.855238780341395,12.824711146560269,1978-10-14
142,SE4,55.85610187488613,12.822136807961993,1978-10-14
143,SE4,55.85473780475178,12.819988793123409,1978-10-14
144,SE4,55.85176653604888,12.826414861505453,1978-10-14
145,SE4,55.85354653221846,12.825703513675617,1978-10-14
146,SE4,55.85115338509065,12.814113852683294,1978-10-14
147,SE4,55.8538320028541,12.817102937150164,1978-10-14
148,SE4,55.849682340274,12.821990148638276,1978-10-14
149,SE4,55.85012630677797,12.825102917322445,1978-10-14
150,SE4,55.852840666063614,12.814399526852142,1978-10-14
151,SE2,62.75514621264664,18.059759176408704,1978-10-27
152,SE3,58.60671757854293,11.357862768800725,1978-11-01
153,SE3,57.13683933926545,18.269708608113188,1978-11-19
154,SE3,57.136191083772495,18.259703207797948,1978-11-19
155,SE3,57.14402926771068,18.278201298430353,1978-11-19
156,SE3,57.1440124441835,18.267640612573768,1978-11-20
157,SE3,58.448688212479794,15.429317345459078,1978-12-03
158,SE4,55.461196749049655,14.12342828714526,1978-12-11
159,SE4,55.46350200663385,14.12317185486414,1978-12-11
160,SE3,58.15900479027086,11.549656859599867,1979-01-01
161,SE3,58.205795535897295,13.433264597384165,1979-01-01
162,SE2,62.80119763743471,17.95777714496363,1979-01-01
163,SE4,56.625493519273434,13.003390026329242,1979-02-28
164,SE3,57.07303270842476,18.231695543036643,1979-03-03
165,SE4,55.98326752478958,12.778169413349767,1979-08-20
166,SE4,55.80995493549613,13.21964536780451,1979-09-24
167,SE4,55.806894430734815,13.226644801455965,1979-09-29
168,SE3,58.72900057372962,11.26414206901316,1979-10-01
169,SE3,58.72971598445317,11.26012355078943,1979-10-01
170,SE3,58.726987545157655,11.266328717645099,1979-10-01
171,SE3,58.72955052482194,11.270992316480667,1979-10-01
172,SE3,58.73031957804365,11.2653012441748,1979-10-01
173,SE3,58.73009994281464,11.268394415884346,1979-10-01
174,SE4,55.78016661095754,13.03293067336596,1979-10-03
175,SE4,55.52272527675847,14.084713686344584,1979-10-17
176,SE3,58.07419192737376,14.350938593931318,1979-10-25
177,SE3,58.38414238184285,15.318248309228293,1979-11-08
178,SE4,56.48728466083069,13.064222063273947,1979-11-08
179,SE3,58.380725014011496,11.297700042579748,1979-11-10
180,SE3,57.942165152282975,11.567178043188331,1979-11-11
181,SE3,58.41564785567813,15.011676966551766,1979-11-18
182,SE2,62.238367257081464,17.58861428615743,1979-11-21
183,SE4,56.4568998758288,13.013955833077967,1979-11-24
184,SE4,55.36511326106574,13.326604639219976,1979-11-25
185,SE4,55.79282679188453,14.149542438609481,1979-12-01
186,SE4,56.59127307079858,12.961742958258464,1979-12-01
187,SE4,56.50074338663488,12.986744951804509,1979-12-11
188,SE4,56.499109024797,12.98914590681002,1979-12-11
189,SE4,56.497419704959,12.991546470756946,1979-12-11
190,SE4,55.36434900091186,13.318623065763747,1979-12-12
191,SE3,57.644903009519254,18.580237674478926,1979-12-18
192,SE3,57.386509336008224,18.191651176277567,1979-12-19
193,SE3,57.83507792084237,18.704812041925194,1979-12-20
194,SE3,57.81092954396527,18.712446817035502,1979-12-20
195,SE3,57.83437613856119,18.701319790894186,1979-12-20
196,SE3,57.063286876017244,18.214689164483172,1979-12-21
197,SE3,57.71096364248715,18.788430105673022,1979-12-29
198,SE4,56.94721983162643,12.485657725718546,1980-01-01
199,SE2,63.87207752065746,18.88392223928208,1980-01-01
200,SE4,56.94611041796726,12.488010937825797,1980-01-01
201,SE4,56.94500696087807,12.490389916782885,1980-01-01
202,SE1,65.25380476054374,21.61218060205889,1980-01-01
203,SE3,59.04898391126206,15.831630570235946,1980-01-01
204,SE4,57.22934748695022,17.075107061382795,1980-01-01
205,SE4,57.23150512964438,17.076198555657864,1980-01-01
206,SE4,57.23160914645532,17.072212761388275,1980-01-01
207,SE4,57.22919860196933,17.07907268488112,1980-01-01
208,SE4,57.23139927566687,17.080265913076975,1980-01-01
209,SE3,58.50771046969662,14.510735123095513,1980-01-01
210,SE3,58.50780722605756,14.512489080817685,1980-01-01
211,SE3,58.507896429546825,14.5143658591346,1980-01-01
212,SE1,65.25520816735292,21.60646011037832,1980-01-01
213,SE3,57.04488889058117,18.149027781600264,1980-02-29
214,SE4,56.490664490379885,12.992136963193614,1980-02-29
215,SE3,57.038944425727,18.14994443715229,1980-02-29
216,SE3,57.03411115671825,18.150722168881774,1980-02-29
217,SE3,57.037111087255546,18.15958325001827,1980-02-29
218,SE3,57.040055539386216,18.157250018930853,1980-02-29
219,SE4,56.539460062330676,13.041781203499026,1980-02-29
220,SE4,56.49369525817093,12.991304890075927,1980-03-11
221,SE4,56.58337246947728,13.021876527899366,1980-03-31
222,SE4,56.42919156647172,12.979398098346817,1980-03-31
223,SE4,56.571736957299,13.015381698802488,1980-04-02
224,SE4,55.36376912708476,13.250906967140972,1980-04-16
225,SE4,56.544447868948346,13.023612336357873,1980-04-19
226,SE4,56.48359133459244,13.066004849582573,1980-04-19
227,SE4,56.4823191281119,13.069357751994692,1980-04-20
228,SE3,57.56753454466051,12.459723511710205,1980-05-08
229,SE3,58.697773223062924,11.298274238015196,1980-06-10
230,SE3,58.70006583379385,11.299301123037974,1980-06-11
231,SE4,56.488896931859855,12.989847122759018,1980-06-25
232,SE3,58.12677233194513,13.421160093066925,1980-07-14
233,SE3,58.400769715575656,14.722534336528295,1980-07-23
234,SE3,58.191351693774344,14.179926066480338,1980-08-08
235,SE4,55.48413633548565,13.871447234804275,1980-08-10
236,SE4,55.48545852168006,13.869278230940598,1980-08-10
237,SE4,56.94617642575695,12.483531545355493,1980-08-31
238,SE4,56.94505976687768,12.485875541625376,1980-09-16
239,SE4,56.943951214058245,12.488258313277646,1980-09-17
240,SE4,56.94727502336253,12.481185335731293,1980-09-18
241,SE4,56.943903574061686,12.492765623450225,1980-09-20
242,SE4,56.474688984005596,13.034431768419655,1980-09-20
243,SE4,56.9428548647133,12.490633379069312,1980-09-20
244,SE4,56.94173058719703,12.493007218039848,1980-09-20
245,SE4,56.440957747215435,13.021024751115036,1980-09-29
246,SE2,62.348664463217794,14.113846275730758,1980-10-06
247,SE3,58.37213448496696,14.986552632988431,1980-10-08
248,SE3,57.14472154680072,18.169720913386143,1980-10-11
249,SE3,57.172584616029994,18.164271525018624,1980-10-11
250,SE1,67.52460034007183,18.196709510949212,1980-10-12
251,SE3,58.29266962453361,11.646826594739466,1980-10-12
252,SE2,62.34702055292917,14.113662971323574,1980-10-22
253,SE4,55.61557105242917,13.847786800340753,1980-11-01
254,SE4,56.53671358174138,13.027933101509635,1980-11-05
255,SE4,56.42360874494033,13.055667323576289,1980-11-08
256,SE3,58.703976970694285,12.50281514419619,1980-11-16
257,SE4,55.49927505054718,13.605074876554413,1980-11-17
258,SE4,55.4939412283747,13.646164860179136,1980-11-18
259,SE4,55.49509403273817,13.644662483876331,1980-11-18
260,SE4,55.497821015362604,13.605603740655065,1980-11-19
261,SE4,55.660158115151575,13.983084787057498,1980-11-26
262,SE4,56.47397100505592,13.043375441991815,1980-11-30
263,SE4,55.85046888191748,13.160971693880713,1980-12-01
264,SE4,55.853281152084904,13.160972248082226,1980-12-01
265,SE4,56.44157165927281,16.381512135887867,1980-12-30
266,SE4,56.43715088798312,16.38284280721946,1980-12-30
267,SE4,56.439332320452316,16.38219162413095,1980-12-30
268,SE4,56.437955051614196,16.379009467433125,1980-12-30
269,SE4,56.43850663342568,16.385924014775586,1980-12-30
270,SE4,56.43576100528618,16.379592559197146,1980-12-30
271,SE4,56.43631264654214,16.38650671889183,1980-12-30
272,SE4,56.4305384610332,16.384473656098596,1980-12-30
273,SE4,56.43493539741097,16.38332465870517,1980-12-30
274,SE4,56.434118659890174,16.387072977806802,1980-12-30
275,SE4,56.43274142103211,16.383907461403908,1980-12-30
276,SE4,56.43136410255226,16.38072579452376,1980-12-30
277,SE4,56.431915684915495,16.38763917049924,1980-12-30
278,SE4,56.440745624374564,16.385342071837968,1980-12-30
279,SE4,56.44018584074677,16.378232507243936,1980-12-30
280,SE4,56.43355806277884,16.38015920795981,1980-12-30
281,SE3,59.72694395870099,17.140365866048775,1980-12-31
282,SE3,58.38364504776594,12.810987165806932,1980-12-31
283,SE3,58.11319314587533,13.744426111841848,1981-01-03
284,SE3,57.700390269371326,11.66371932244238,1981-01-09
285,SE4,55.90144251016861,13.139397252683231,1981-01-11
286,SE4,56.5290357728669,13.027765968485868,1981-01-14
287,SE4,55.913997315955704,13.119520219152346,1981-02-11
288,SE4,55.47792965125021,13.775038581900086,1981-03-08
289,SE4,55.48032551587463,13.775405734932532,1981-03-08
290,SE2,63.180604887122456,14.066248787075946,1981-03-18
291,SE3,57.06856808745384,18.22497590581061,1981-05-05
292,SE3,57.06439253994471,18.211842286530075,1981-05-06
293,SE3,57.066366518946154,18.213833392871614,1981-05-06
294,SE3,57.06767666544898,18.218106911197808,1981-05-07
295,SE4,55.69973018120805,13.132187645801311,1981-05-14
296,SE4,55.39048664691219,13.034635186851304,1981-05-24
297,SE4,55.38922361902621,13.039175339822789,1981-05-25
298,SE4,55.38561470227929,13.052055152698733,1981-06-24
299,SE4,55.3868128116011,13.047804488714736,1981-06-27
300,SE4,55.38799315958561,13.043570702337071,1981-06-29
301,SE3,57.7242955683322,18.943828635396958,1981-08-18
302,SE3,57.726585699526126,18.941692549653094,1981-08-18
303,SE3,57.729013582389115,18.939433872614664,1981-08-18
304,SE3,57.73143159772585,18.937207615279046,1981-08-18
305,SE3,57.733319896183396,18.942225344986227,1981-08-23
306,SE3,57.731006467566864,18.944577925908302,1981-08-23
307,SE3,57.72625996039292,18.949389664606308,1981-08-25
308,SE3,58.50499842581181,14.964015272866792,1981-08-26
309,SE3,58.50677675217784,14.96409067751625,1981-08-27
310,SE3,57.728508287824276,18.9471326069019,1981-08-27
311,SE3,58.50323737639403,14.963739266571492,1981-08-30
312,SE3,58.554128426525295,13.41161267717807,1981-08-31
313,SE4,56.028969555051525,14.301831059742018,1981-09-12
314,SE4,56.026437104785614,14.301881415258649,1981-09-12
315,SE4,55.81114545110647,13.243021198671839,1981-09-22
316,SE4,55.8115714286641,13.217048887966829,1981-09-29
317,SE3,58.38020948384643,14.993115071305015,1981-09-30
318,SE3,58.41318915003722,13.519480045343265,1981-09-30
319,SE4,55.81329311360198,13.237438703557878,1981-09-30
320,SE4,56.99584823291264,12.491296740073668,1981-10-10
321,SE4,55.4665038860071,13.778146791645892,1981-10-20
322,SE4,55.467772572940504,13.775428844788866,1981-10-20
323,SE3,57.37399450942568,18.176120109647304,1981-10-22
324,SE4,55.834407576354344,13.20708529810025,1981-10-27
325,SE4,55.83207409974648,13.206120294578517,1981-10-27
326,SE4,55.79139140556625,13.355966130135801,1981-11-02
327,SE4,55.78998073862314,13.357314473930408,1981-11-02
328,SE4,56.52668788939802,13.04666370949134,1981-11-11
329,SE3,57.83316607024867,18.704244266260453,1981-11-29
330,SE3,57.83639350419774,18.701885962518954,1981-11-29
331,SE3,58.262418587714244,14.659056668078827,1981-12-14
332,SE3,57.8350057449111,18.824562381880792,1981-12-14
333,SE3,57.83513773025778,18.819014999559077,1981-12-16
334,SE3,57.8373477137162,18.83447802744544,1981-12-17
335,SE3,57.836050382315705,18.829736799142907,1981-12-17
336,SE3,57.83834013841851,18.839564423556205,1981-12-18
337,SE3,57.83798280325095,18.845110156234163,1981-12-19
338,SE2,63.45435748399635,19.672986039198648,1981-12-20
339,SE4,55.95888326519061,14.162887175066164,1981-12-29
340,SE4,56.490086724290954,12.996401789999087,1981-12-31
341,SE3,59.177179801218024,15.519925249685803,1981-12-31
342,SE4,56.49146468749553,12.987987580558062,1981-12-31
343,SE3,58.29303392248671,11.441857060233927,1981-12-31
344,SE3,58.33147707564165,12.972674793880234,1982-01-04
345,SE3,58.291468082125476,11.441544901894732,1982-01-11
346,SE4,55.68396919768503,13.147036919455116,1982-01-14
347,SE3,57.065191258301475,18.217022177267662,1982-01-20
348,SE4,56.581402713786545,13.04981944593993,1982-03-01
349,SE4,56.2121110275855,12.877717096856875,1982-03-09
350,SE3,58.30652765266139,14.765583479168471,1982-05-17
351,SE3,58.30486172046338,14.766853246491936,1982-05-17
352,SE3,58.30319577792704,14.768124429892303,1982-05-17
353,SE3,57.69142388110172,18.453276893024768,1982-07-05
354,SE3,57.68773713976549,18.455947139947185,1982-07-05
355,SE4,56.207045558321575,15.989132974582356,1982-07-06
356,SE3,57.07178372522208,18.24450688389007,1982-08-01
357,SE4,56.148797093515384,14.776665943056154,1982-09-08
358,SE4,56.150257387915794,14.772822169150302,1982-09-08
359,SE4,56.15106683948761,14.777074193475606,1982-09-08
360,SE3,57.077010229428225,18.226866311434964,1982-10-07
361,SE3,57.07748949342042,18.231799500296358,1982-10-08
362,SE4,56.16615568455281,12.944652992457339,1982-10-23
363,SE4,56.14534062071475,12.895612607231493,1982-10-23
364,SE2,63.718177472217796,12.910877945675141,1982-11-08
365,SE4,55.957732135663726,14.165481958182873,1982-11-24
366,SE2,61.879276749676656,17.349483995452076,1982-12-01
367,SE4,55.62693366379371,13.25890782408758,1982-12-01
368,SE2,61.877001087753904,17.349025523536447,1982-12-01
369,SE2,61.874822142755605,17.34815716546998,1982-12-01
370,SE2,61.87246267139223,17.347499568337117,1982-12-01
371,SE4,55.81364575549506,13.347387056866749,1982-12-01
372,SE4,55.81202979073925,13.3506002655363,1982-12-01
373,SE4,55.88895335647644,13.194714742109012,1982-12-01
374,SE3,59.001446357436215,11.401082309645146,1982-12-21
375,SE3,58.34653471794738,13.111516419821106,1982-12-28
376,SE2,63.33458572977406,19.23946176911285,1982-12-29
377,SE2,63.333016796834286,19.242274553475205,1982-12-29
378,SE2,63.33280639704011,19.24933133207402,1982-12-29
379,SE2,63.335827848456496,19.243689466841573,1982-12-29
380,SE2,63.33665402393177,19.236287537737255,1982-12-29
381,SE2,63.331490531063814,19.244962724662464,1982-12-29
382,SE4,56.534254011909475,13.003974876640315,1982-12-29
383,SE2,63.33740850063898,19.240486898679162,1982-12-29
384,SE2,63.33411343245741,19.246132602227927,1982-12-29
385,SE2,63.192755202783076,19.027778387540085,1982-12-31
386,SE3,60.50658219023639,14.028688051043561,1983-01-01
387,SE2,63.182465096862714,14.038652771466587,1983-01-01
388,SE4,56.81115285914134,16.607223391267837,1983-01-01
389,SE2,65.06425575451664,14.769658247518935,1983-01-16
390,SE2,65.06668545712458,14.763935800245994,1983-01-16
391,SE2,65.06215594980732,14.769135005013704,1983-01-16
392,SE4,55.760824483407056,13.44303721199764,1983-02-01
393,SE4,55.7619069014863,13.42464690578027,1983-02-01
394,SE4,55.75901893913017,13.433267861906529,1983-02-01
395,SE4,55.76370795713972,13.420234556683313,1983-02-01
396,SE3,57.83905779203051,18.831336606855377,1983-03-10
397,SE3,57.840874487132616,18.83539749071814,1983-03-13
398,SE3,57.83991058727352,18.844143778520547,1983-03-17
399,SE4,55.42190856056422,13.357816076374565,1983-04-06
400,SE4,55.41733797324861,13.360199799606006,1983-04-06
401,SE4,55.417748938143646,13.352908185443152,1983-04-06
402,SE4,56.40951261384276,12.705279694763515,1983-04-09
403,SE3,58.289662063316634,14.764997889907418,1983-05-18
404,SE4,56.530056263063145,12.996277909254873,1983-05-29
405,SE3,58.54941312881854,12.993197245057086,1983-06-01
406,SE4,55.753817748598784,13.144418643117039,1983-06-01
407,SE4,55.47732914519018,13.6665112766265,1983-06-01
408,SE4,55.75171412655925,13.143542354798116,1983-06-01
409,SE4,56.4267396120949,12.977578892393653,1983-06-14
410,SE3,58.303575260347785,14.79428052456791,1983-08-03
411,SE3,58.32641805042083,13.065404485793374,1983-08-25
412,SE2,63.2094898462366,18.860885818136,1983-08-27
413,SE1,67.87419277033226,20.138785605810074,1983-09-01
414,SE1,67.87332322837513,20.14569050289364,1983-09-01
415,SE1,67.87267185210793,20.141218605738302,1983-09-01
416,SE1,67.87172150488168,20.133635270067735,1983-09-01
417,SE1,67.87015824854744,20.13057995875505,1983-09-01
418,SE4,55.787137229775006,13.360083406790569,1983-09-01
419,SE4,55.78856968774392,13.35873610210748,1983-09-01
420,SE3,58.32892428505016,13.067134088543575,1983-09-03
421,SE3,58.36446844883324,15.095345042552529,1983-09-06
422,SE1,67.87190254406073,20.12829862848232,1983-09-18
423,SE2,63.2128804850913,18.86681246080393,1983-09-28
424,SE3,58.20718351377064,11.812303429655369,1983-10-04
425,SE3,59.22454533134543,14.933784937902072,1983-11-01
426,SE3,57.06942111161968,18.2315559132768,1983-11-08
427,SE4,55.94571375676148,12.965122357947473,1983-11-08
428,SE4,55.46635529027957,13.762460915131127,1983-11-19
429,SE4,55.467923527481524,13.762221648806516,1983-11-21
430,SE3,59.479080384852715,15.185013770857244,1983-12-01
431,SE3,58.260186238423344,14.659519485135457,1983-12-19
432,SE4,56.05497443012022,13.000347698326594,1983-12-31
433,SE4,56.7599874060569,16.732244641531103,1984-01-01
434,SE4,56.93883452754167,16.823580562938368,1984-01-01
435,SE4,56.941224103866794,16.82680006993982,1984-01-01
436,SE2,62.32389175672806,13.799291772446036,1984-01-01
437,SE4,56.9364359756499,16.82036103610747,1984-01-01
438,SE4,56.934046378028754,16.81712576364451,1984-01-01
439,SE4,56.93164765070367,16.81390723084221,1984-01-01
440,SE4,56.75039886614356,16.587524220278144,1984-01-01
441,SE4,56.74761804891881,16.582710206361593,1984-01-01
442,SE4,56.75301065780717,16.592057677647592,1984-01-01
443,SE3,58.334472464547176,15.005203474643452,1984-01-10
444,SE4,55.580688934597596,13.983614412879362,1984-01-15
445,SE4,55.439721629562385,13.721130244295068,1984-01-18
446,SE3,58.10191425245954,13.578180757580904,1984-01-27
447,SE4,55.95639151972456,14.1680204282145,1984-01-31
448,SE4,55.596681097401884,13.947810022040056,1984-02-01
449,SE4,55.59443430951593,13.948344633300488,1984-02-01
450,SE3,58.37430223712658,14.985464976994093,1984-02-02
451,SE3,58.55130607796612,12.988933901092508,1984-02-05
452,SE3,57.43266209058579,12.734251408985019,1984-02-10
453,SE4,56.21962443109575,12.970662625118038,1984-02-15
454,SE3,58.334011174667886,12.57887502035064,1984-02-16
455,SE3,58.289331781256536,14.759142299796348,1984-02-18
456,SE3,58.39773215965082,14.721499213871953,1984-02-22
457,SE3,58.403651392102184,14.724176240681949,1984-02-26
458,SE3,58.136962557773806,13.712259012688293,1984-02-29
459,SE3,59.03414131068744,13.111638578234361,1984-04-13
460,SE4,55.57473961740189,13.889256532965293,1984-04-30
461,SE4,55.55060654653524,13.758612587736035,1984-06-29
462,SE4,55.549284003307285,13.765495685600047,1984-06-29
463,SE4,55.550354537908184,13.762349804987366,1984-06-29
464,SE4,55.479400304680404,13.779756053315573,1984-08-19
465,SE4,55.4772612182463,13.7786161734034,1984-08-19
466,SE4,55.91121054656857,12.991372738970066,1984-08-30
467,SE4,55.907848561922854,12.984641979796557,1984-08-31
468,SE4,55.907970719147606,12.989975984096944,1984-08-31
469,SE2,63.11087025313013,13.767656983256614,1984-09-03
470,SE3,58.48903396020877,13.304108745946053,1984-10-03
471,SE3,58.363546822243606,14.934146799485712,1984-10-03
472,SE2,63.51574884539285,14.046940807819707,1984-10-07
473,SE4,55.36180195192584,13.252658422706885,1984-10-13
474,SE3,58.30217420696522,14.805000428789064,1984-10-16
475,SE3,58.3033973394769,14.79971765196613,1984-10-16
476,SE3,58.30569783630978,14.79990736790775,1984-10-21
477,SE3,57.14233701902006,18.264670660657803,1984-10-28
478,SE3,57.14108101863096,18.267792906297935,1984-10-28
479,SE3,57.137842185180475,18.257499391911377,1984-10-28
480,SE3,57.13703924489742,18.26501326450729,1984-10-28
481,SE3,57.13908258100293,18.266173176780647,1984-10-28
